query,query_time,rows_examined,joins
SUM transactions for user_id=9547,0.02525085540463379,29,2
SUM transactions for user_id=9547,0.024956186094198,29,2
SUM transactions for user_id=9895,0.03128215027327512,21,2
SUM transactions for user_id=9895,0.02476942199867233,21,2
SUM transactions for user_id=9895,0.029747077191754217,21,2
SUM transactions for user_id=185,0.024757304638384478,19,2
SUM transactions for user_id=185,0.029854293269442823,19,2
SUM transactions for user_id=185,0.022149535874942297,19,2
SUM transactions for user_id=798,0.027084603165406625,17,2
SUM transactions for user_id=798,0.02542642911669894,17,2
SUM transactions for user_id=798,0.02187644358256429,17,2
SUM transactions for user_id=6595,0.032727215036932676,12,2
SUM transactions for user_id=6595,0.031950154530035135,12,2
SUM transactions for user_id=6595,0.026849671379582413,12,2
SUM transactions for user_id=9935,0.022230572722801375,7,2
SUM transactions for user_id=9935,0.03136565804766928,7,2
SUM transactions for user_id=9935,0.024880617588113548,7,2
SUM transactions for user_id=1916,0.029940422609404403,20,2
SUM transactions for user_id=1916,0.024406364735277637,20,2
SUM transactions for user_id=1916,0.030091428579654862,20,2
SUM transactions for user_id=7367,0.03185292819741595,16,2
SUM transactions for user_id=7367,0.033844916043996594,16,2
SUM transactions for user_id=7367,0.0312572763377523,16,2
SUM transactions for user_id=7072,0.023741063790297546,55,2
SUM transactions for user_id=7072,0.0290360861179364,55,2
SUM transactions for user_id=7072,0.02238840366067083,55,2
SUM transactions for user_id=2794,0.02433170624578291,32,2
SUM transactions for user_id=2794,0.02754667102796421,32,2
SUM transactions for user_id=2794,0.03051738357833332,32,2
SUM transactions for user_id=8725,0.025778557728806065,7,2
SUM transactions for user_id=8725,0.023830201028700423,7,2
SUM transactions for user_id=8725,0.025971895962330228,7,2
SUM transactions for user_id=1165,0.02185798003142718,46,2
SUM transactions for user_id=1165,0.021660070926681353,46,2
SUM transactions for user_id=1165,0.020289975066128736,46,2
SUM transactions for user_id=995,0.029969664077249956,25,2
SUM transactions for user_id=995,0.03066795803547874,25,2
SUM transactions for user_id=995,0.02979930992722041,25,2
SUM transactions for user_id=6553,0.026336606612937578,18,2
SUM transactions for user_id=6553,0.03547219733852716,18,2
SUM transactions for user_id=6553,0.027788601597680995,18,2
SUM transactions for user_id=160,0.024673491363999402,19,2
SUM transactions for user_id=160,0.02927636703734544,19,2
SUM transactions for user_id=160,0.02806163864772093,19,2
SUM transactions for user_id=1926,0.03153324299073941,19,2
SUM transactions for user_id=1926,0.03141939163005347,19,2
SUM transactions for user_id=1926,0.027318037308056937,19,2
SUM transactions for user_id=5288,0.02455062355784529,54,2
SUM transactions for user_id=5288,0.03082924249441089,54,2
SUM transactions for user_id=5288,0.028777495841913525,54,2
SUM transactions for user_id=7060,0.031104233033751844,8,2
SUM transactions for user_id=7060,0.02817083125664413,8,2
SUM transactions for user_id=7060,0.02170501642276417,8,2
SUM transactions for user_id=4410,0.025667802125254817,9,2
SUM transactions for user_id=4410,0.024882509941975606,9,2
SUM transactions for user_id=4410,0.022988665722956443,9,2
SUM transactions for user_id=5017,0.02722784313083876,19,2
SUM transactions for user_id=5017,0.023209365931896833,19,2
SUM transactions for user_id=5017,0.02716824043220533,19,2
SUM transactions for user_id=423,0.028550227236476523,9,2
SUM transactions for user_id=423,0.031204662767860936,9,2
SUM transactions for user_id=423,0.03125448062845809,9,2
SUM transactions for user_id=8624,0.027660176696958354,28,2
SUM transactions for user_id=8624,0.021961430972616738,28,2
SUM transactions for user_id=8624,0.021629718113303532,28,2
SUM transactions for user_id=8987,0.031197042224177105,20,2
SUM transactions for user_id=8987,0.024020304437734643,20,2
SUM transactions for user_id=8987,0.023909828297364186,20,2
SUM transactions for user_id=7609,0.021131599952401013,45,2
SUM transactions for user_id=7609,0.0258942968771381,45,2
SUM transactions for user_id=7609,0.03008530926854884,45,2
SUM transactions for user_id=3331,0.03053160648549091,27,2
SUM transactions for user_id=3331,0.02595308136842038,27,2
SUM transactions for user_id=3331,0.02513010121680154,27,2
SUM transactions for user_id=112,0.026683701681089828,28,2
SUM transactions for user_id=112,0.02005348312889029,28,2
SUM transactions for user_id=112,0.023896373678652008,28,2
SUM transactions for user_id=8926,0.025119852603944337,14,2
SUM transactions for user_id=8926,0.029549308827186645,14,2
SUM transactions for user_id=8926,0.029987029328199608,14,2
SUM transactions for user_id=1891,0.028042798968519727,35,2
SUM transactions for user_id=1891,0.024421796046584173,35,2
SUM transactions for user_id=1891,0.025767621569543844,35,2
SUM transactions for user_id=4648,0.02354788979336566,14,2
SUM transactions for user_id=4648,0.027989915388803546,14,2
SUM transactions for user_id=4648,0.021586050009357906,14,2
SUM transactions for user_id=9112,0.023351539151191276,5,2
SUM transactions for user_id=9112,0.025972779453862577,5,2
SUM transactions for user_id=9112,0.026364648383246085,5,2
SUM transactions for user_id=3096,0.03037630337584125,39,2
SUM transactions for user_id=3096,0.025323115224965935,39,2
SUM transactions for user_id=3096,0.027832795096452416,39,2
SUM transactions for user_id=7550,0.025784936238662914,5,2
SUM transactions for user_id=7550,0.025391374079720086,5,2
SUM transactions for user_id=7550,0.020437223373310803,5,2
SUM transactions for user_id=9405,0.03023753169678369,10,2
SUM transactions for user_id=9405,0.02790308296743771,10,2
SUM transactions for user_id=9405,0.02664001570174699,10,2
SUM transactions for user_id=4738,0.02663974278795045,49,2
SUM transactions for user_id=4738,0.025075612433588537,49,2
SUM transactions for user_id=4738,0.02704632818682262,49,2
SUM transactions for user_id=484,0.022054660288626873,20,2
SUM transactions for user_id=484,0.023426290136545232,20,2
SUM transactions for user_id=484,0.021237651882289203,20,2
SUM transactions for user_id=5685,0.0233307533067703,13,2
SUM transactions for user_id=5685,0.025557744764629044,13,2
SUM transactions for user_id=5685,0.026753624473365503,13,2
SUM transactions for user_id=3923,0.03273881265201194,27,2
SUM transactions for user_id=3923,0.022857635190016243,27,2
SUM transactions for user_id=3923,0.023617820796888758,27,2
SUM transactions for user_id=6536,0.023791526378660877,18,2
SUM transactions for user_id=6536,0.031015932174076322,18,2
SUM transactions for user_id=6536,0.03071283865160762,18,2
SUM transactions for user_id=843,0.023913100917648533,41,2
SUM transactions for user_id=843,0.024697384814853778,41,2
SUM transactions for user_id=843,0.028040180065669915,41,2
SUM transactions for user_id=5273,0.029435278507513558,12,2
SUM transactions for user_id=5273,0.030952410486221514,12,2
SUM transactions for user_id=5273,0.025065716296935183,12,2
SUM transactions for user_id=9107,0.02683937301260949,34,2
SUM transactions for user_id=9107,0.030311310487028984,34,2
SUM transactions for user_id=9107,0.025031689084454887,34,2
SUM transactions for user_id=5893,0.027102403340223895,10,2
SUM transactions for user_id=5893,0.022335175500281867,10,2
SUM transactions for user_id=5893,0.022978154041694697,10,2
SUM transactions for user_id=2808,0.020968529241694348,15,2
SUM transactions for user_id=2808,0.022359419511740777,15,2
SUM transactions for user_id=2808,0.020736624527831028,15,2
SUM transactions for user_id=7278,0.026321152261810275,41,2
SUM transactions for user_id=7278,0.025913762746434657,41,2
SUM transactions for user_id=7278,0.023844353294551618,41,2
SUM transactions for user_id=3513,0.02475253653713686,34,2
SUM transactions for user_id=3513,0.025012005988074338,34,2
SUM transactions for user_id=3513,0.02557629424380522,34,2
SUM transactions for user_id=648,0.02542872777755088,15,2
SUM transactions for user_id=648,0.023748287252502658,15,2
SUM transactions for user_id=648,0.02241895919641774,15,2
SUM transactions for user_id=5855,0.023705995470964324,21,2
SUM transactions for user_id=5855,0.021431427879562575,21,2
SUM transactions for user_id=5855,0.020836168637146397,21,2
SUM transactions for user_id=7725,0.02951375708911495,20,2
SUM transactions for user_id=7725,0.028003658939480248,20,2
SUM transactions for user_id=7725,0.026929291942929347,20,2
SUM transactions for user_id=824,0.030088044024426587,23,2
SUM transactions for user_id=824,0.024009300642132414,23,2
SUM transactions for user_id=824,0.02931999589549124,23,2
SUM transactions for user_id=3195,0.020523353701690325,10,2
SUM transactions for user_id=3195,0.021252840688035565,10,2
SUM transactions for user_id=3195,0.02352579780290684,10,2
SUM transactions for user_id=2957,0.02542400105433311,31,2
SUM transactions for user_id=2957,0.0280712610439777,31,2
SUM transactions for user_id=2957,0.025996480010730464,31,2
SUM transactions for user_id=85,0.029223924771720273,13,2
SUM transactions for user_id=85,0.02406622916828074,13,2
SUM transactions for user_id=85,0.02699529826800526,13,2
SUM transactions for user_id=4357,0.028069797529007297,34,2
SUM transactions for user_id=4357,0.024316728604598492,34,2
SUM transactions for user_id=4357,0.029993527542485004,34,2
SUM transactions for user_id=264,0.025207266277033274,9,2
SUM transactions for user_id=264,0.027189095473811112,9,2
SUM transactions for user_id=264,0.024204202269291243,9,2
SUM transactions for user_id=3062,0.02311908207925571,5,2
SUM transactions for user_id=3062,0.02777744144335769,5,2
SUM transactions for user_id=3062,0.025398535535812297,5,2
SUM transactions for user_id=249,0.021817584491565963,30,2
SUM transactions for user_id=249,0.02050763206531805,30,2
SUM transactions for user_id=249,0.029700089813000624,30,2
SUM transactions for user_id=9499,0.022563210109290424,8,2
SUM transactions for user_id=9499,0.027235202514747044,8,2
SUM transactions for user_id=9499,0.02794004551086059,8,2
SUM transactions for user_id=1260,0.027905719261729068,13,2
SUM transactions for user_id=1260,0.02150439696925334,13,2
SUM transactions for user_id=1260,0.02358238482486955,13,2
SUM transactions for user_id=1191,0.02946296846817963,9,2
SUM transactions for user_id=1191,0.02195921968821948,9,2
SUM transactions for user_id=1191,0.02400500115732246,9,2
SUM transactions for user_id=5547,0.02810254838724644,31,2
SUM transactions for user_id=5547,0.02541149352837515,31,2
SUM transactions for user_id=5547,0.029728135840154872,31,2
SUM transactions for user_id=8687,0.021096050872843802,25,2
SUM transactions for user_id=8687,0.027561609676363237,25,2
SUM transactions for user_id=8687,0.019764825395398516,25,2
SUM transactions for user_id=9172,0.030421277989546903,44,2
SUM transactions for user_id=9172,0.030306908674491956,44,2
SUM transactions for user_id=9172,0.03323139242816331,44,2
SUM transactions for user_id=4481,0.019950637315573883,33,2
SUM transactions for user_id=4481,0.025207533830697217,33,2
SUM transactions for user_id=4481,0.02677483668942063,33,2
SUM transactions for user_id=7280,0.02467201822523622,18,2
SUM transactions for user_id=7280,0.022483324361051306,18,2
SUM transactions for user_id=7280,0.02457941123823784,18,2
SUM transactions for user_id=8016,0.023140779822815268,11,2
SUM transactions for user_id=8016,0.030940103614922443,11,2
SUM transactions for user_id=8016,0.024235884511802776,11,2
SUM transactions for user_id=597,0.026466553546889635,7,2
SUM transactions for user_id=597,0.02716382209443349,7,2
SUM transactions for user_id=597,0.02737879330482689,7,2
SUM transactions for user_id=5206,0.023242418047169568,28,2
SUM transactions for user_id=5206,0.0242455870784087,28,2
SUM transactions for user_id=5206,0.03144247962973179,28,2
SUM transactions for user_id=634,0.029799045693673726,6,2
SUM transactions for user_id=634,0.02229973583360833,6,2
SUM transactions for user_id=634,0.026046628931099606,6,2
SUM transactions for user_id=5772,0.023384141145122397,30,2
SUM transactions for user_id=5772,0.023039541766117996,30,2
SUM transactions for user_id=5772,0.02880988464325978,30,2
SUM transactions for user_id=9869,0.02387365041532053,24,2
SUM transactions for user_id=9869,0.026630974694260737,24,2
SUM transactions for user_id=9869,0.028240023015501558,24,2
SUM transactions for user_id=6021,0.03004005592125555,19,2
SUM transactions for user_id=6021,0.026537258006979574,19,2
SUM transactions for user_id=6021,0.022628927646640463,19,2
SUM transactions for user_id=4694,0.0194206595826593,29,2
SUM transactions for user_id=4694,0.022249376296554334,29,2
SUM transactions for user_id=4694,0.022882295594739616,29,2
SUM transactions for user_id=1161,0.024697025274902393,44,2
SUM transactions for user_id=1161,0.023211259366174367,44,2
SUM transactions for user_id=1161,0.024756884882044392,44,2
SUM transactions for user_id=5482,0.021276164685631847,7,2
SUM transactions for user_id=5482,0.025408651794643133,7,2
SUM transactions for user_id=5482,0.026755348361538287,7,2
SUM transactions for user_id=7899,0.03112147034898073,43,2
SUM transactions for user_id=7899,0.026984770479927103,43,2
SUM transactions for user_id=7899,0.02600280376830801,43,2
SUM transactions for user_id=8436,0.02524601971679022,26,2
SUM transactions for user_id=8436,0.025524042083186316,26,2
SUM transactions for user_id=8436,0.020472073014773884,26,2
SUM transactions for user_id=6560,0.025313622362987766,13,2
SUM transactions for user_id=6560,0.02885290304074803,13,2
SUM transactions for user_id=6560,0.027273789623672027,13,2
SUM transactions for user_id=6640,0.020779458526535156,42,2
SUM transactions for user_id=6640,0.020245146773986904,42,2
SUM transactions for user_id=6640,0.022413577835449297,42,2
SUM transactions for user_id=2344,0.021898861962950662,26,2
SUM transactions for user_id=2344,0.021268244383243696,26,2
SUM transactions for user_id=2344,0.03023714801407631,26,2
SUM transactions for user_id=8092,0.030230811939650715,32,2
SUM transactions for user_id=8092,0.02920585851477248,32,2
SUM transactions for user_id=8092,0.03113318501159762,32,2
SUM transactions for user_id=6741,0.033113763965907254,9,2
SUM transactions for user_id=6741,0.024058620911369195,9,2
SUM transactions for user_id=6741,0.028534719845269046,9,2
SUM transactions for user_id=9823,0.032449035626160326,23,2
SUM transactions for user_id=9823,0.03358800490426964,23,2
SUM transactions for user_id=9823,0.03392765934275879,23,2
SUM transactions for user_id=3493,0.03314656851929028,23,2
SUM transactions for user_id=3493,0.042419881241347254,23,2
SUM transactions for user_id=3493,0.0316715960080028,23,2
SUM transactions for user_id=7710,0.033484162191396605,36,2
SUM transactions for user_id=7710,0.03773740288260092,36,2
SUM transactions for user_id=7710,0.03413099700690411,36,2
SUM transactions for user_id=1882,0.03146728644141201,25,2
SUM transactions for user_id=1882,0.03328698232050909,25,2
SUM transactions for user_id=1882,0.025346118625205295,25,2
SUM transactions for user_id=3452,0.030364491518005878,23,2
SUM transactions for user_id=3452,0.02782550760212039,23,2
SUM transactions for user_id=3452,0.027081294421700302,23,2
SUM transactions for user_id=267,0.024587450563526535,16,2
SUM transactions for user_id=267,0.021969768481383125,16,2
SUM transactions for user_id=267,0.026190984596027263,16,2
SUM transactions for user_id=7307,0.029355714734621417,19,2
SUM transactions for user_id=7307,0.03518158469069488,19,2
SUM transactions for user_id=7307,0.028139624553773966,19,2
SUM transactions for user_id=6033,0.040324001880690144,39,2
SUM transactions for user_id=6033,0.03134451453474476,39,2
SUM transactions for user_id=6033,0.034474546269608004,39,2
SUM transactions for user_id=4036,0.039211720018278697,26,2
SUM transactions for user_id=4036,0.031658775206027154,26,2
SUM transactions for user_id=4036,0.0329528989302903,26,2
SUM transactions for user_id=6195,0.03700700139144618,28,2
SUM transactions for user_id=6195,0.03293391490528251,28,2
SUM transactions for user_id=6195,0.04321855248454936,28,2
SUM transactions for user_id=2362,0.04354995829755031,25,2
SUM transactions for user_id=2362,0.04613433392259974,25,2
SUM transactions for user_id=2362,0.04383105374820036,25,2
SUM transactions for user_id=2574,0.03376464787086904,12,2
SUM transactions for user_id=2574,0.0293463310104093,12,2
SUM transactions for user_id=2574,0.029562414479328565,12,2
SUM transactions for user_id=4357,0.03368729934461259,34,2
SUM transactions for user_id=4357,0.04028347345217356,34,2
SUM transactions for user_id=4357,0.029497303806004613,34,2
SUM transactions for user_id=270,0.026466979597161277,20,2
SUM transactions for user_id=270,0.026283568404041554,20,2
SUM transactions for user_id=270,0.030681801597933118,20,2
SUM transactions for user_id=9087,0.04094054888482859,41,2
SUM transactions for user_id=9087,0.031743207256980835,41,2
SUM transactions for user_id=9087,0.03482217870354197,41,2
SUM transactions for user_id=3707,0.034660606192832684,19,2
SUM transactions for user_id=3707,0.03733023171568759,19,2
SUM transactions for user_id=3707,0.042879205124084614,19,2
SUM transactions for user_id=8355,0.04671260753073288,32,2
SUM transactions for user_id=8355,0.04414829477918847,32,2
SUM transactions for user_id=8355,0.03169439198337885,32,2
SUM transactions for user_id=5952,0.03154785527243918,19,2
SUM transactions for user_id=5952,0.033309132445073115,19,2
SUM transactions for user_id=5952,0.03304146924708314,19,2
SUM transactions for user_id=5596,0.03328568793308497,38,2
SUM transactions for user_id=5596,0.03889135318276502,38,2
SUM transactions for user_id=5596,0.033697322849494324,38,2
SUM transactions for user_id=1958,0.04241832216380106,16,2
SUM transactions for user_id=1958,0.03855533266641635,16,2
SUM transactions for user_id=1958,0.03202180297775001,16,2
SUM transactions for user_id=4252,0.028711530163128586,19,2
SUM transactions for user_id=4252,0.033026979505811654,19,2
SUM transactions for user_id=4252,0.02780151296882392,19,2
SUM transactions for user_id=2579,0.05109260527854117,16,2
SUM transactions for user_id=2579,0.03679209501776181,16,2
SUM transactions for user_id=2579,0.03968547014250592,16,2
SUM transactions for user_id=3662,0.04126434650746555,32,2
SUM transactions for user_id=3662,0.04416973512334727,32,2
SUM transactions for user_id=3662,0.03733861485255439,32,2
SUM transactions for user_id=6351,0.03683744311109502,28,2
SUM transactions for user_id=6351,0.04382728452687847,28,2
SUM transactions for user_id=6351,0.03201925044215525,28,2
SUM transactions for user_id=8415,0.04155888429104233,49,2
SUM transactions for user_id=8415,0.03652522433037092,49,2
SUM transactions for user_id=8415,0.032404828453922056,49,2
SUM transactions for user_id=133,0.04892926678199817,24,2
SUM transactions for user_id=133,0.04216318953193035,24,2
SUM transactions for user_id=133,0.038096915783392395,24,2
SUM transactions (simulated missing index),0.09898436271249586,250188,1
SUM transactions (simulated missing index),0.12284542514266529,250188,1
SUM transactions (simulated missing index),0.14032445328771356,250188,1
SUM transactions (simulated missing index),0.10275736101927746,250188,1
SUM transactions (simulated missing index),0.10710172824979115,250188,1
SUM transactions (simulated missing index),0.09609710870864104,250188,1
SUM transactions (simulated missing index),0.07416204119673009,250188,1
SUM transactions (simulated missing index),0.0847728735688745,250188,1
SUM transactions (simulated missing index),0.07811803265529506,250188,1
SUM transactions (simulated missing index),0.07791926808786534,250188,1
SUM transactions (simulated missing index),0.09129168454964387,250188,1
SUM transactions (simulated missing index),0.0873072240229778,250188,1
SUM transactions (simulated missing index),0.07532022540693675,250188,1
SUM transactions (simulated missing index),0.1013969077627753,250188,1
SUM transactions (simulated missing index),0.09066425340536395,250188,1
SUM transactions (simulated missing index),0.07982919986657012,250188,1
SUM transactions (simulated missing index),0.08349237570579493,250188,1
SUM transactions (simulated missing index),0.07494585242418984,250188,1
SUM transactions (simulated missing index),0.11290053183462921,250188,1
SUM transactions (simulated missing index),0.08436757060994149,250188,1
SUM transactions (simulated missing index),0.09121724308039227,250188,1
SUM transactions (simulated missing index),0.1067328076518369,250188,1
SUM transactions (simulated missing index),0.10503233491113377,250188,1
SUM transactions (simulated missing index),0.14062768764723965,250188,1
SUM transactions (simulated missing index),0.10848995921935461,250188,1
SUM transactions (simulated missing index),0.11131767875788529,250188,1
SUM transactions (simulated missing index),0.13370647319911727,250188,1
SUM transactions (simulated missing index),0.13148801887882716,250188,1
SUM transactions (simulated missing index),0.15283502786487374,250188,1
SUM transactions (simulated missing index),0.14173698423712716,250188,1
SUM transactions (simulated missing index),0.12684303295358457,250188,1
SUM transactions (simulated missing index),0.11676305950542781,250188,1
SUM transactions (simulated missing index),0.12052364176339792,250188,1
SUM transactions (simulated missing index),0.09724817340118394,250188,1
SUM transactions (simulated missing index),0.08538072325218789,250188,1
SUM transactions (simulated missing index),0.12229797445023258,250188,1
SUM transactions (simulated missing index),0.08256409065283211,250188,1
SUM transactions (simulated missing index),0.10081036349100536,250188,1
SUM transactions (simulated missing index),0.10498287548744428,250188,1
SUM transactions (simulated missing index),0.12469177178608222,250188,1
SUM transactions (simulated missing index),0.08885890560870491,250188,1
SUM transactions (simulated missing index),0.10591420224229688,250188,1
SUM transactions (simulated missing index),0.0934706195238143,250188,1
SUM transactions (simulated missing index),0.10110812018107876,250188,1
SUM transactions (simulated missing index),0.09151357336050359,250188,1
SUM transactions (simulated missing index),0.10377856509377237,250188,1
SUM transactions (simulated missing index),0.10886868615008409,250188,1
SUM transactions (simulated missing index),0.10366908457849804,250188,1
SUM transactions (simulated missing index),0.12056283880507958,250188,1
SUM transactions (simulated missing index),0.10504610385049086,250188,1
SUM transactions (simulated missing index),0.10248403314687085,250188,1
SUM transactions (simulated missing index),0.1196018296497574,250188,1
SUM transactions (simulated missing index),0.12698086780025264,250188,1
SUM transactions (simulated missing index),0.13266680384195806,250188,1
SUM transactions (simulated missing index),0.12827687051223755,250188,1
SUM transactions (simulated missing index),0.11602278984548756,250188,1
SUM transactions (simulated missing index),0.12477313427369235,250188,1
SUM transactions (simulated missing index),0.1360523229380004,250188,1
SUM transactions (simulated missing index),0.13630490591528047,250188,1
SUM transactions (simulated missing index),0.13305420891142494,250188,1
SUM transactions (simulated missing index),0.11156330720757962,250188,1
SUM transactions (simulated missing index),0.0992693971776678,250188,1
SUM transactions (simulated missing index),0.12471720751910965,250188,1
SUM transactions (simulated missing index),0.1026064936443867,250188,1
SUM transactions (simulated missing index),0.11247366530937031,250188,1
SUM transactions (simulated missing index),0.08663813095390752,250188,1
SUM transactions (simulated missing index),0.1142279789092934,250188,1
SUM transactions (simulated missing index),0.11931830727428948,250188,1
SUM transactions (simulated missing index),0.09332886533561975,250188,1
SUM transactions (simulated missing index),0.12228323660976376,250188,1
SUM transactions (simulated missing index),0.08930736023241362,250188,1
SUM transactions (simulated missing index),0.12824555011210084,250188,1
SUM transactions (simulated missing index),0.09637488013214633,250188,1
SUM transactions (simulated missing index),0.10854122838367848,250188,1
SUM transactions (simulated missing index),0.10588246305286753,250188,1
SUM transactions (simulated missing index),0.12244627633527669,250188,1
SUM transactions (simulated missing index),0.12495568964496745,250188,1
SUM transactions (simulated missing index),0.10837533743685826,250188,1
SUM transactions (simulated missing index),0.13535970747273368,250188,1
SUM transactions (simulated missing index),0.11752877952205333,250188,1
SUM transactions (simulated missing index),0.1356375047892236,250188,1
SUM transactions (simulated missing index),0.12572818479232983,250188,1
SUM transactions (simulated missing index),0.12193685384048823,250188,1
SUM transactions (simulated missing index),0.13426638906209748,250188,1
SUM transactions (simulated missing index),0.11072861352023956,250188,1
SUM transactions (simulated missing index),0.10175051943768283,250188,1
SUM transactions (simulated missing index),0.11635915655337455,250188,1
SUM transactions (simulated missing index),0.11122116098125143,250188,1
SUM transactions (simulated missing index),0.13766835128422622,250188,1
SUM transactions (simulated missing index),0.10121315672913303,250188,1
SUM transactions (simulated missing index),0.08917685906721116,250188,1
SUM transactions (simulated missing index),0.1003799449037164,250188,1
SUM transactions (simulated missing index),0.10862927572206103,250188,1
SUM transactions (simulated missing index),0.09664993474691988,250188,1
SUM transactions (simulated missing index),0.10566293183931243,250188,1
SUM transactions (simulated missing index),0.09932887014078273,250188,1
SUM transactions (simulated missing index),0.08960214827802955,250188,1
SUM transactions (simulated missing index),0.07746800573179684,250188,1
SUM transactions (simulated missing index),0.09997806236566797,250188,1
SUM transactions (simulated missing index),0.1067950682257025,250188,1
SUM transactions (simulated missing index),0.10350136723913647,250188,1
SUM transactions (simulated missing index),0.0830583549217888,250188,1
SUM transactions (simulated missing index),0.0771791022557965,250188,1
SUM transactions (simulated missing index),0.07244041108647772,250188,1
SUM transactions (simulated missing index),0.09876492535724635,250188,1
SUM transactions (simulated missing index),0.08551036829861053,250188,1
SUM transactions (simulated missing index),0.08413324950346907,250188,1
SUM transactions (simulated missing index),0.09782394420465788,250188,1
SUM transactions (simulated missing index),0.078283194523815,250188,1
SUM transactions (simulated missing index),0.09560211864108027,250188,1
SUM transactions (simulated missing index),0.08297118768125115,250188,1
SUM transactions (simulated missing index),0.10220980786226107,250188,1
SUM transactions (simulated missing index),0.10126395550001524,250188,1
SUM transactions (simulated missing index),0.07864882812105531,250188,1
SUM transactions (simulated missing index),0.0743535663672096,250188,1
SUM transactions (simulated missing index),0.08608712383553052,250188,1
SUM transactions (simulated missing index),0.07239503833754518,250188,1
SUM transactions (simulated missing index),0.09927135143899703,250188,1
SUM transactions (simulated missing index),0.08677104355823673,250188,1
SUM transactions (simulated missing index),0.08896049258619822,250188,1
SUM transactions (simulated missing index),0.09990568363312692,250188,1
SUM transactions (simulated missing index),0.10249830177280835,250188,1
SUM transactions (simulated missing index),0.10979908264559181,250188,1
SUM transactions (simulated missing index),0.10639798725177303,250188,1
SUM transactions (simulated missing index),0.14390479638001072,250188,1
SUM transactions (simulated missing index),0.1319446873580123,250188,1
SUM transactions (simulated missing index),0.07723982291400465,250188,1
SUM transactions (simulated missing index),0.1004351639601908,250188,1
SUM transactions (simulated missing index),0.07713343023336187,250188,1
SUM transactions (simulated missing index),0.08767150100823018,250188,1
SUM transactions (simulated missing index),0.07992587309065481,250188,1
SUM transactions (simulated missing index),0.10016810949894052,250188,1
SUM transactions (simulated missing index),0.08134609719705539,250188,1
SUM transactions (simulated missing index),0.1029272705177123,250188,1
SUM transactions (simulated missing index),0.0934947479768899,250188,1
SUM transactions (simulated missing index),0.0722953045638379,250188,1
SUM transactions (simulated missing index),0.08390400919138141,250188,1
SUM transactions (simulated missing index),0.08344766763540686,250188,1
SUM transactions (simulated missing index),0.07875387822289225,250188,1
SUM transactions (simulated missing index),0.08856399558189772,250188,1
SUM transactions (simulated missing index),0.09110299207376567,250188,1
SUM transactions (simulated missing index),0.09358314150432173,250188,1
SUM transactions (simulated missing index),0.09053190241505896,250188,1
SUM transactions (simulated missing index),0.09240539648169187,250188,1
SUM transactions (simulated missing index),0.07949517937391384,250188,1
SUM transactions (simulated missing index),0.08555213656563891,250188,1
SUM transactions (simulated missing index),0.08683400097071188,250188,1
SUM transactions (simulated missing index),0.10153855478682858,250188,1
SUM transactions (simulated missing index),0.07701464508664792,250188,1
SUM transactions (simulated missing index),0.07247289926636068,250188,1
SUM transactions (simulated missing index),0.10399593397111159,250188,1
SUM transactions (simulated missing index),0.09583434585969268,250188,1
SUM transactions (simulated missing index),0.10876958444395464,250188,1
SUM transactions (simulated missing index),0.08500137690937987,250188,1
SUM transactions (simulated missing index),0.07320134867556215,250188,1
SUM transactions (simulated missing index),0.0987484881327491,250188,1
SUM transactions (simulated missing index),0.08036417593924942,250188,1
SUM transactions (simulated missing index),0.07303145687815772,250188,1
SUM transactions (simulated missing index),0.09586497837419261,250188,1
SUM transactions (simulated missing index),0.08035666018942435,250188,1
SUM transactions (simulated missing index),0.10502861324945906,250188,1
SUM transactions (simulated missing index),0.0736669012704383,250188,1
SUM transactions (simulated missing index),0.10445957239319165,250188,1
SUM transactions (simulated missing index),0.10481583426137447,250188,1
SUM transactions (simulated missing index),0.0763522930113932,250188,1
SUM transactions (simulated missing index),0.08748095616016625,250188,1
SUM transactions (simulated missing index),0.10248012104064111,250188,1
SUM transactions (simulated missing index),0.0729049595751302,250188,1
SUM transactions (simulated missing index),0.10933516151987542,250188,1
SUM transactions (simulated missing index),0.0919693450383505,250188,1
SUM transactions (simulated missing index),0.11344279483866193,250188,1
SUM transactions (simulated missing index),0.1302669754445907,250188,1
SUM transactions (simulated missing index),0.09230683660226505,250188,1
SUM transactions (simulated missing index),0.10333405165439469,250188,1
SUM transactions (simulated missing index),0.09216914713181713,250188,1
SUM transactions (simulated missing index),0.12277953045329142,250188,1
SUM transactions (simulated missing index),0.10756101428447126,250188,1
SUM transactions (simulated missing index),0.10058653947727547,250188,1
SUM transactions (simulated missing index),0.11157654066375886,250188,1
SUM transactions (simulated missing index),0.12449080443800298,250188,1
SUM transactions (simulated missing index),0.13452709249430006,250188,1
SUM transactions (simulated missing index),0.11225379710921694,250188,1
SUM transactions (simulated missing index),0.11123969006633333,250188,1
SUM transactions (simulated missing index),0.10883910821497648,250188,1
SUM transactions (simulated missing index),0.11783936095288183,250188,1
SUM transactions (simulated missing index),0.0905290995667484,250188,1
SUM transactions (simulated missing index),0.1313154300266616,250188,1
SUM transactions (simulated missing index),0.11175097395450923,250188,1
SUM transactions (simulated missing index),0.09777647539271923,250188,1
SUM transactions (simulated missing index),0.14757808840798134,250188,1
SUM transactions (simulated missing index),0.13299595810916642,250188,1
SUM transactions (simulated missing index),0.13414335436595742,250188,1
