query,query_time,rows_examined
SUM transactions for account_id=13489,0.0010483264923095703,13
SUM transactions for account_id=1035,0.0005474090576171875,16
SUM transactions for account_id=16384,0.001644134521484375,20
SUM transactions for account_id=11462,0.0,10
SUM transactions for account_id=2142,0.0,20
SUM transactions for account_id=15008,0.0008187294006347656,13
SUM transactions for account_id=1072,0.0005357265472412109,8
SUM transactions for account_id=14222,0.0,13
SUM transactions for account_id=16246,0.0009670257568359375,19
SUM transactions for account_id=4751,0.0010068416595458984,17
SUM transactions for account_id=4131,0.0010104179382324219,7
SUM transactions for account_id=12093,0.0009119510650634766,9
SUM transactions for account_id=18317,0.0005786418914794922,16
SUM transactions for account_id=12431,0.0015606880187988281,10
SUM transactions for account_id=13831,0.0005087852478027344,20
SUM transactions for account_id=1738,0.0010082721710205078,16
SUM transactions for account_id=4287,0.0005466938018798828,11
SUM transactions for account_id=10485,0.0007658004760742188,14
SUM transactions for account_id=2441,0.0010330677032470703,11
SUM transactions for account_id=5538,0.0009407997131347656,17
SUM transactions for account_id=12922,0.0005195140838623047,10
SUM transactions for account_id=8765,0.0006344318389892578,19
SUM transactions for account_id=8726,0.0008616447448730469,12
SUM transactions for account_id=7060,0.0,15
SUM transactions for account_id=17661,0.0010254383087158203,11
SUM transactions for account_id=7364,0.00051116943359375,12
SUM transactions for account_id=12291,0.0,7
SUM transactions for account_id=7662,0.0011947154998779297,16
SUM transactions for account_id=16244,0.0006842613220214844,16
SUM transactions for account_id=6553,0.0,17
SUM transactions for account_id=1419,0.0005445480346679688,5
SUM transactions for account_id=16275,0.0005495548248291016,20
SUM transactions for account_id=7772,0.0003104209899902344,16
SUM transactions for account_id=17202,0.0010082721710205078,10
SUM transactions for account_id=7826,0.000997304916381836,8
SUM transactions for account_id=18719,0.0,6
SUM transactions for account_id=17748,0.0009472370147705078,16
SUM transactions for account_id=2176,0.0008857250213623047,7
SUM transactions for account_id=18547,0.0005116462707519531,9
SUM transactions for account_id=15148,0.0010080337524414062,12
SUM transactions for account_id=9376,0.0011141300201416016,16
SUM transactions for account_id=14823,0.0005118846893310547,19
SUM transactions for account_id=12217,0.0005114078521728516,15
SUM transactions for account_id=6878,0.0,12
SUM transactions for account_id=9105,0.0006995201110839844,14
SUM transactions for account_id=555,0.0017445087432861328,19
SUM transactions for account_id=13349,0.0015170574188232422,20
SUM transactions for account_id=6388,0.0020797252655029297,11
SUM transactions for account_id=10887,0.0,9
SUM transactions for account_id=2088,0.0006022453308105469,8
SUM transactions for account_id=2858,0.001096963882446289,8
SUM transactions for account_id=5967,0.00144195556640625,18
SUM transactions for account_id=3292,0.0012137889862060547,12
SUM transactions for account_id=11262,0.0005352497100830078,16
SUM transactions for account_id=8534,0.0,19
SUM transactions for account_id=15332,0.0010085105895996094,14
SUM transactions for account_id=2812,0.0004265308380126953,10
SUM transactions for account_id=8467,0.0010128021240234375,8
SUM transactions for account_id=1511,0.0009150505065917969,5
SUM transactions for account_id=6663,0.0008792877197265625,17
SUM transactions for account_id=5107,0.0,11
SUM transactions for account_id=303,0.0005133152008056641,14
SUM transactions for account_id=13572,0.0006208419799804688,7
SUM transactions for account_id=13723,0.0012526512145996094,20
SUM transactions for account_id=6261,0.0010106563568115234,11
SUM transactions for account_id=13708,0.0012967586517333984,16
SUM transactions for account_id=6391,0.0013778209686279297,19
SUM transactions for account_id=14608,0.0005056858062744141,13
SUM transactions for account_id=15094,0.0009984970092773438,14
SUM transactions for account_id=5593,0.0013344287872314453,15
SUM transactions for account_id=11805,0.0006139278411865234,18
SUM transactions for account_id=1806,0.0,8
SUM transactions for account_id=15098,0.0004737377166748047,6
SUM transactions for account_id=9590,0.001009225845336914,6
SUM transactions for account_id=14832,0.001331329345703125,11
SUM transactions for account_id=6597,0.0005750656127929688,17
SUM transactions for account_id=19054,0.0005788803100585938,10
SUM transactions for account_id=16842,0.0007641315460205078,15
SUM transactions for account_id=15028,0.000942230224609375,8
SUM transactions for account_id=16492,0.001046895980834961,14
SUM transactions for account_id=10730,0.0010120868682861328,5
SUM transactions for account_id=159,0.0010106563568115234,11
SUM transactions for account_id=19614,0.0005223751068115234,11
SUM transactions for account_id=850,0.0005078315734863281,9
SUM transactions for account_id=10790,0.0006504058837890625,16
SUM transactions for account_id=5661,0.0009622573852539062,11
SUM transactions for account_id=10123,0.000993490219116211,20
SUM transactions for account_id=17299,0.0007703304290771484,18
SUM transactions for account_id=14674,0.0,18
SUM transactions for account_id=3920,0.0,5
SUM transactions for account_id=5142,0.0010361671447753906,18
SUM transactions for account_id=15333,0.0005083084106445312,13
SUM transactions for account_id=2218,0.0017247200012207031,15
SUM transactions for account_id=4719,0.0005829334259033203,16
SUM transactions for account_id=1318,0.0005114078521728516,15
SUM transactions for account_id=11179,0.0015761852264404297,17
SUM transactions for account_id=17603,0.001013040542602539,15
SUM transactions for account_id=11547,0.0009684562683105469,13
SUM transactions for account_id=5792,0.0010459423065185547,15
SUM transactions for account_id=15360,0.0010013580322265625,15
SUM transactions for account_id=19239,0.0008156299591064453,16
SUM transactions for account_id=3068,0.0010077953338623047,9
SUM transactions for account_id=4279,0.0,12
SUM transactions for account_id=15859,0.0006632804870605469,8
SUM transactions for account_id=9599,0.001565694808959961,8
SUM transactions for account_id=6557,0.0010399818420410156,9
SUM transactions for account_id=721,0.0,17
SUM transactions for account_id=5223,0.0008418560028076172,12
SUM transactions for account_id=2520,0.001529693603515625,15
SUM transactions for account_id=11493,0.0011835098266601562,14
SUM transactions for account_id=1885,0.0010116100311279297,12
SUM transactions for account_id=9210,0.0015366077423095703,18
SUM transactions for account_id=15165,0.0015707015991210938,15
SUM transactions for account_id=5249,0.0009031295776367188,16
SUM transactions for account_id=8267,0.0005383491516113281,18
SUM transactions for account_id=11076,0.0011796951293945312,14
SUM transactions for account_id=13052,0.0014727115631103516,8
SUM transactions for account_id=9377,0.0021429061889648438,11
SUM transactions for account_id=8816,0.001055002212524414,7
SUM transactions for account_id=16794,0.0,19
SUM transactions for account_id=14404,0.0016362667083740234,19
SUM transactions for account_id=15646,0.0007767677307128906,19
SUM transactions for account_id=6811,0.0015079975128173828,14
SUM transactions for account_id=12301,0.0009114742279052734,18
SUM transactions for account_id=7268,0.0011818408966064453,15
SUM transactions for account_id=12310,0.0010082721710205078,17
SUM transactions for account_id=12892,0.0008838176727294922,14
SUM transactions for account_id=2348,0.0008146762847900391,12
SUM transactions for account_id=1596,0.0011434555053710938,19
SUM transactions for account_id=6473,0.0007648468017578125,9
SUM transactions for account_id=8099,0.000507354736328125,8
SUM transactions for account_id=3137,0.0006005764007568359,11
SUM transactions for account_id=18894,0.0005125999450683594,15
SUM transactions for account_id=10107,0.0009987354278564453,7
SUM transactions for account_id=15021,0.0008187294006347656,18
SUM transactions for account_id=17053,0.001523733139038086,14
SUM transactions for account_id=9092,0.0008070468902587891,20
SUM transactions for account_id=691,0.0005671977996826172,20
SUM transactions for account_id=4035,0.0005083084106445312,9
SUM transactions for account_id=12406,0.0006384849548339844,5
SUM transactions for account_id=19191,0.0013604164123535156,9
SUM transactions for account_id=11234,0.0006117820739746094,6
SUM transactions for account_id=12639,0.0006895065307617188,19
SUM transactions for account_id=8193,0.0010089874267578125,8
SUM transactions for account_id=8885,0.00103759765625,20
SUM transactions for account_id=499,0.0013668537139892578,6
SUM transactions for account_id=11576,0.0004074573516845703,14
SUM transactions for account_id=18451,0.0009527206420898438,13
SUM transactions for account_id=4228,0.0,5
SUM transactions for account_id=19867,0.0,5
SUM transactions for account_id=11028,0.0015213489532470703,7
SUM transactions for account_id=3608,0.0010724067687988281,5
SUM transactions for account_id=5456,0.0011584758758544922,10
SUM transactions for account_id=6246,0.0010089874267578125,6
SUM transactions for account_id=11634,0.001008749008178711,17
SUM transactions for account_id=17190,0.0005068778991699219,16
SUM transactions for account_id=4033,0.00151824951171875,10
SUM transactions for account_id=16590,0.0010941028594970703,5
SUM transactions for account_id=14556,0.0005080699920654297,10
SUM transactions for account_id=16173,0.0010538101196289062,11
SUM transactions for account_id=8152,0.000993967056274414,14
SUM transactions for account_id=19258,0.0014982223510742188,6
SUM transactions for account_id=262,0.0,6
SUM transactions for account_id=7454,0.0005090236663818359,14
SUM transactions for account_id=6159,0.0011012554168701172,7
SUM transactions for account_id=11726,0.0005393028259277344,17
SUM transactions for account_id=10018,0.0012423992156982422,10
SUM transactions for account_id=10716,0.0,15
SUM transactions for account_id=14935,0.0,6
SUM transactions for account_id=5972,0.0006558895111083984,8
SUM transactions for account_id=10986,0.0005066394805908203,20
SUM transactions for account_id=15601,0.0015149116516113281,9
SUM transactions for account_id=18534,0.0011036396026611328,18
SUM transactions for account_id=19869,0.0010085105895996094,16
SUM transactions for account_id=4475,0.0008714199066162109,15
SUM transactions for account_id=12555,0.0005910396575927734,5
SUM transactions for account_id=13097,0.0,11
SUM transactions for account_id=2344,0.0011467933654785156,19
SUM transactions for account_id=7225,0.001512289047241211,7
SUM transactions for account_id=11216,0.0005505084991455078,5
SUM transactions for account_id=8483,0.0015711784362792969,7
SUM transactions for account_id=6200,0.001010894775390625,14
SUM transactions for account_id=16121,0.0009191036224365234,10
SUM transactions for account_id=5468,0.0005486011505126953,11
SUM transactions for account_id=18570,0.0016980171203613281,5
SUM transactions for account_id=2024,0.0005085468292236328,17
SUM transactions for account_id=17458,0.0005359649658203125,12
SUM transactions for account_id=15551,0.0008273124694824219,15
SUM transactions for account_id=9100,0.0008554458618164062,9
SUM transactions for account_id=13854,0.0014691352844238281,8
SUM transactions for account_id=1874,0.0011310577392578125,9
SUM transactions for account_id=12538,0.0,13
SUM transactions for account_id=11557,0.0007216930389404297,9
SUM transactions for account_id=6454,0.0005221366882324219,14
SUM transactions for account_id=7879,0.0005803108215332031,15
SUM transactions for account_id=11325,0.0010063648223876953,18
SUM transactions for account_id=3524,0.0012683868408203125,12
SUM transactions for account_id=16597,0.0003256797790527344,7
SUM transactions for account_id=18260,0.0005087852478027344,17
SUM transactions for account_id=13814,0.0011396408081054688,15
SUM transactions for account_id=17176,0.0010137557983398438,5
SUM transactions for account_id=15391,0.0005469322204589844,11
SUM transactions for account_id=10635,0.0011076927185058594,17
SUM transactions for account_id=17088,0.0,6
SUM transactions for account_id=688,0.0,11
SUM transactions for account_id=14926,0.0,8
SUM transactions for account_id=11784,0.0010094642639160156,18
SUM transactions for account_id=1085,0.0,5
SUM transactions for account_id=8894,0.0010156631469726562,17
SUM transactions for account_id=1292,0.0010097026824951172,13
SUM transactions for account_id=5377,0.0006034374237060547,15
SUM transactions for account_id=19315,0.0014801025390625,16
SUM transactions for account_id=13849,0.001354217529296875,6
SUM transactions for account_id=17287,0.000659942626953125,9
SUM transactions for account_id=6756,0.0005619525909423828,20
SUM transactions for account_id=18390,0.0015206336975097656,8
SUM transactions for account_id=6376,0.0010085105895996094,16
SUM transactions for account_id=3471,0.0008962154388427734,16
SUM transactions for account_id=7958,0.0014150142669677734,18
SUM transactions for account_id=13136,0.0,11
SUM transactions for account_id=5617,0.0013260841369628906,9
SUM transactions for account_id=6704,0.0005166530609130859,14
SUM transactions for account_id=18937,0.0013382434844970703,10
SUM transactions for account_id=437,0.0015835762023925781,20
SUM transactions for account_id=7977,0.001535654067993164,13
SUM transactions for account_id=10933,0.0010750293731689453,6
SUM transactions for account_id=7173,0.0,12
SUM transactions for account_id=6007,0.0011546611785888672,20
SUM transactions for account_id=2567,0.001398324966430664,10
SUM transactions for account_id=16384,0.0005393028259277344,20
SUM transactions for account_id=11624,0.0,6
SUM transactions for account_id=14403,0.002084970474243164,16
SUM transactions for account_id=4029,0.001522064208984375,18
SUM transactions for account_id=11116,0.0008549690246582031,15
SUM transactions for account_id=9214,0.0008187294006347656,17
SUM transactions for account_id=13904,0.0008835792541503906,7
SUM transactions for account_id=15798,0.0008976459503173828,16
SUM transactions for account_id=166,0.0008082389831542969,5
SUM transactions for account_id=12432,0.0010428428649902344,18
SUM transactions for account_id=13999,0.0005433559417724609,20
SUM transactions for account_id=4782,0.001117706298828125,14
SUM transactions for account_id=16444,0.0006628036499023438,5
SUM transactions for account_id=17013,0.0016908645629882812,16
SUM transactions for account_id=1630,0.0005097389221191406,17
SUM transactions for account_id=16606,0.0005154609680175781,20
SUM transactions for account_id=13929,0.0013532638549804688,9
SUM transactions for account_id=5179,0.0010104179382324219,14
SUM transactions for account_id=4603,0.0011849403381347656,10
SUM transactions for account_id=13915,0.0012559890747070312,19
SUM transactions for account_id=7172,0.0009362697601318359,13
SUM transactions for account_id=6092,0.0005118846893310547,11
SUM transactions for account_id=5979,0.0005128383636474609,8
SUM transactions for account_id=2978,0.0015854835510253906,10
SUM transactions for account_id=16216,0.00051116943359375,8
SUM transactions for account_id=13842,0.00063323974609375,7
SUM transactions for account_id=9995,0.0,18
SUM transactions for account_id=16192,0.0007817745208740234,12
SUM transactions for account_id=9051,0.0007753372192382812,6
SUM transactions for account_id=5352,0.0005114078521728516,20
SUM transactions for account_id=2166,0.0007622241973876953,11
SUM transactions for account_id=8648,0.0012187957763671875,17
SUM transactions for account_id=9718,0.0010080337524414062,8
SUM transactions for account_id=14869,0.001338958740234375,8
SUM transactions for account_id=3110,0.0012671947479248047,12
SUM transactions for account_id=8004,0.0011572837829589844,10
SUM transactions for account_id=6550,0.0010149478912353516,18
SUM transactions for account_id=3743,0.0,19
SUM transactions for account_id=19793,0.0005221366882324219,18
SUM transactions for account_id=6952,0.0,13
SUM transactions for account_id=2249,0.0,18
SUM transactions for account_id=16899,0.0007472038269042969,9
SUM transactions for account_id=19395,0.0007648468017578125,5
SUM transactions for account_id=17211,0.0004584789276123047,15
SUM transactions for account_id=16636,0.0006077289581298828,12
SUM transactions for account_id=3016,0.0015654563903808594,16
SUM transactions for account_id=16351,0.002047300338745117,17
SUM transactions for account_id=5071,0.0010149478912353516,11
SUM transactions for account_id=14770,0.0009996891021728516,14
SUM transactions for account_id=4592,0.0017201900482177734,10
SUM transactions for account_id=3368,0.0005121231079101562,5
SUM transactions for account_id=19280,0.00045871734619140625,18
SUM transactions for account_id=9825,0.0013227462768554688,20
SUM transactions for account_id=5878,0.0016567707061767578,15
SUM transactions for account_id=15757,0.0005125999450683594,8
SUM transactions for account_id=9370,0.0005109310150146484,18
SUM transactions for account_id=18221,0.0005109310150146484,10
SUM transactions for account_id=11314,0.0006535053253173828,6
SUM transactions for account_id=18337,0.0005095005035400391,6
SUM transactions for account_id=1893,0.0015292167663574219,11
SUM transactions for account_id=12086,0.0006575584411621094,11
SUM transactions for account_id=13292,0.0008199214935302734,9
SUM transactions for account_id=13644,0.0005488395690917969,15
SUM transactions for account_id=8248,0.0011768341064453125,17
SUM transactions for account_id=14685,0.0010344982147216797,13
SUM transactions for account_id=7167,0.0015516281127929688,5
SUM transactions for account_id=4388,0.0012073516845703125,9
SUM transactions for account_id=7918,0.001008749008178711,10
SUM transactions for account_id=7649,0.0010073184967041016,15
SUM transactions for account_id=13989,0.0,13
SUM transactions for account_id=9814,0.0018122196197509766,17
SUM transactions for account_id=4321,0.0009486675262451172,18
SUM transactions for account_id=13537,0.0014071464538574219,9
SUM transactions for account_id=16807,0.0010485649108886719,8
SUM transactions for account_id=1023,0.0016467571258544922,13
SUM transactions for account_id=14736,0.0015208721160888672,14
SUM transactions for account_id=18144,0.0012903213500976562,12
SUM transactions for account_id=16494,0.001010894775390625,18
SUM transactions for account_id=1104,0.0006978511810302734,12
SUM transactions for account_id=1682,0.0011353492736816406,5
SUM transactions for account_id=204,0.0008437633514404297,9
SUM transactions for account_id=19196,0.0,9
SUM transactions for account_id=14032,0.0005090236663818359,17
SUM transactions for account_id=11926,0.0013041496276855469,15
SUM transactions for account_id=5573,0.0,8
SUM transactions for account_id=9009,0.0004749298095703125,11
SUM transactions for account_id=17803,0.0009703636169433594,12
SUM transactions for account_id=13406,0.0009438991546630859,19
SUM transactions for account_id=2547,0.0015265941619873047,20
SUM transactions for account_id=19741,0.0007431507110595703,7
SUM transactions for account_id=3315,0.0016186237335205078,14
SUM transactions for account_id=8359,0.0010924339294433594,16
SUM transactions for account_id=12913,0.0010797977447509766,11
SUM transactions for account_id=849,0.000518798828125,13
SUM transactions for account_id=14725,0.0005300045013427734,9
SUM transactions for account_id=18910,0.0011491775512695312,6
SUM transactions for account_id=7397,0.0005400180816650391,7
SUM transactions for account_id=1596,0.0011386871337890625,19
SUM transactions for account_id=17237,0.0006647109985351562,13
SUM transactions for account_id=16408,0.0007281303405761719,7
SUM transactions for account_id=4734,0.0010118484497070312,9
SUM transactions for account_id=2101,0.0010073184967041016,13
SUM transactions for account_id=1586,0.0009963512420654297,16
SUM transactions for account_id=18351,0.0,6
SUM transactions for account_id=15989,0.001001119613647461,5
SUM transactions for account_id=3803,0.0019137859344482422,11
SUM transactions for account_id=14718,0.0016434192657470703,18
SUM transactions for account_id=2214,0.0006144046783447266,7
SUM transactions for account_id=8748,0.0017261505126953125,18
SUM transactions for account_id=9147,0.0,15
SUM transactions for account_id=14715,0.0009796619415283203,10
SUM transactions for account_id=7184,0.0010106563568115234,18
SUM transactions for account_id=14701,0.0009002685546875,15
SUM transactions for account_id=1148,0.0006515979766845703,19
SUM transactions for account_id=14137,0.0005574226379394531,5
SUM transactions for account_id=2088,0.0015611648559570312,8
SUM transactions for account_id=13793,0.000514984130859375,19
SUM transactions for account_id=10274,0.0010578632354736328,16
SUM transactions for account_id=17921,0.0007176399230957031,7
SUM transactions for account_id=2343,0.0012362003326416016,14
SUM transactions for account_id=8164,0.0,11
SUM transactions for account_id=2853,0.0005486011505126953,9
SUM transactions for account_id=19325,0.0013883113861083984,13
SUM transactions for account_id=19586,0.0018215179443359375,12
SUM transactions for account_id=3223,0.0009989738464355469,16
SUM transactions for account_id=3693,0.0007054805755615234,6
SUM transactions for account_id=15054,0.0010249614715576172,9
SUM transactions for account_id=1957,0.0010471343994140625,19
SUM transactions for account_id=16559,0.0,13
SUM transactions for account_id=145,0.0009696483612060547,9
SUM transactions for account_id=1096,0.0009844303131103516,13
SUM transactions for account_id=4177,0.0010499954223632812,17
SUM transactions for account_id=5662,0.0015368461608886719,16
SUM transactions for account_id=2630,0.0,17
SUM transactions for account_id=14137,0.0010097026824951172,5
SUM transactions for account_id=3299,0.0011363029479980469,6
SUM transactions for account_id=15663,0.0016684532165527344,19
SUM transactions for account_id=15562,0.0010120868682861328,5
SUM transactions for account_id=9033,0.0007374286651611328,6
SUM transactions for account_id=15962,0.0003695487976074219,11
SUM transactions for account_id=9277,0.0015168190002441406,15
SUM transactions for account_id=3320,0.0005066394805908203,9
SUM transactions for account_id=9274,0.0006046295166015625,11
SUM transactions for account_id=17387,0.0005469322204589844,10
SUM transactions for account_id=15714,0.0005476474761962891,8
SUM transactions for account_id=8062,0.0010933876037597656,5
SUM transactions for account_id=6762,0.0,18
SUM transactions for account_id=11866,0.0010120868682861328,15
SUM transactions for account_id=19153,0.0015418529510498047,18
SUM transactions for account_id=16370,0.0008320808410644531,20
SUM transactions for account_id=5000,0.001033782958984375,6
SUM transactions for account_id=6489,0.0010561943054199219,20
SUM transactions for account_id=13972,0.0013468265533447266,18
SUM transactions for account_id=5797,0.0013947486877441406,5
SUM transactions for account_id=12502,0.0005056858062744141,19
SUM transactions for account_id=12348,0.0004825592041015625,6
SUM transactions for account_id=12370,0.0010344982147216797,20
SUM transactions for account_id=2023,0.0005092620849609375,11
SUM transactions for account_id=18446,0.0003962516784667969,10
SUM transactions for account_id=673,0.0008401870727539062,7
SUM transactions for account_id=18272,0.0010097026824951172,8
SUM transactions for account_id=10913,0.000537872314453125,12
SUM transactions for account_id=6794,0.0005540847778320312,6
SUM transactions for account_id=4309,0.0011527538299560547,12
SUM transactions for account_id=13965,0.000507354736328125,10
SUM transactions for account_id=11546,0.0005118846893310547,9
SUM transactions for account_id=4696,0.0005080699920654297,20
SUM transactions for account_id=9741,0.001409292221069336,6
SUM transactions for account_id=3789,0.0009741783142089844,5
SUM transactions for account_id=15636,0.001154184341430664,20
SUM transactions for account_id=7962,0.0006306171417236328,9
SUM transactions for account_id=15674,0.000537872314453125,13
SUM transactions for account_id=5932,0.0,14
SUM transactions for account_id=10555,0.0,13
SUM transactions for account_id=10327,0.0008008480072021484,5
SUM transactions for account_id=17974,0.0005333423614501953,11
SUM transactions for account_id=6776,0.0015420913696289062,13
SUM transactions for account_id=2855,0.0015311241149902344,12
SUM transactions for account_id=12262,0.0005292892456054688,16
SUM transactions for account_id=1128,0.0008296966552734375,17
SUM transactions for account_id=17742,0.0,20
SUM transactions for account_id=15266,0.0006418228149414062,9
SUM transactions for account_id=1229,0.001009225845336914,8
SUM transactions for account_id=5913,0.0005075931549072266,14
SUM transactions for account_id=7090,0.0011887550354003906,18
SUM transactions for account_id=15595,0.0005083084106445312,9
SUM transactions for account_id=10425,0.0006470680236816406,10
SUM transactions for account_id=7281,0.0015268325805664062,5
SUM transactions for account_id=13190,0.0009446144104003906,8
SUM transactions for account_id=6097,0.0005064010620117188,13
SUM transactions for account_id=3722,0.0010075569152832031,5
SUM transactions for account_id=11709,0.001720428466796875,11
SUM transactions for account_id=9995,0.0006589889526367188,18
SUM transactions for account_id=8066,0.001363992691040039,15
SUM transactions for account_id=14098,0.0005445480346679688,10
SUM transactions for account_id=16251,0.0005533695220947266,7
SUM transactions for account_id=13678,0.0012042522430419922,12
SUM transactions for account_id=15132,0.00118255615234375,18
SUM transactions for account_id=2776,0.0021576881408691406,6
SUM transactions for account_id=19552,0.0010089874267578125,7
SUM transactions for account_id=11729,0.0011887550354003906,8
SUM transactions for account_id=3488,0.00051116943359375,8
SUM transactions for account_id=12767,0.0,19
SUM transactions for account_id=19635,0.0007874965667724609,15
SUM transactions for account_id=5644,0.0005192756652832031,9
SUM transactions for account_id=10334,0.0005116462707519531,11
SUM transactions for account_id=3858,0.0005071163177490234,5
SUM transactions for account_id=13548,0.0007171630859375,16
SUM transactions for account_id=682,0.0006482601165771484,11
SUM transactions for account_id=14322,0.0006761550903320312,18
SUM transactions for account_id=17469,0.00089263916015625,11
SUM transactions for account_id=17288,0.0015304088592529297,15
SUM transactions for account_id=652,0.0008206367492675781,11
SUM transactions for account_id=13202,0.00099945068359375,17
SUM transactions for account_id=3408,0.0014233589172363281,16
SUM transactions for account_id=12987,0.0010199546813964844,5
SUM transactions for account_id=14196,0.0005123615264892578,6
SUM transactions for account_id=16653,0.0005824565887451172,14
SUM transactions for account_id=4946,0.0003154277801513672,18
SUM transactions for account_id=9956,0.001127004623413086,5
SUM transactions for account_id=3391,0.0005545616149902344,15
SUM transactions for account_id=14056,0.0010082721710205078,14
SUM transactions for account_id=4323,0.0011544227600097656,5
SUM transactions for account_id=6467,0.0005297660827636719,19
SUM transactions for account_id=10980,0.0009605884552001953,5
SUM transactions for account_id=1718,0.0008463859558105469,14
SUM transactions for account_id=477,0.0007321834564208984,7
SUM transactions for account_id=4932,0.0012195110321044922,10
SUM transactions for account_id=7960,0.00173187255859375,20
SUM transactions for account_id=6431,0.001013040542602539,14
SUM transactions for account_id=18626,0.0010077953338623047,14
SUM transactions for account_id=1818,0.001857757568359375,16
SUM transactions for account_id=11486,0.0010137557983398438,20
SUM transactions for account_id=6441,0.0005536079406738281,14
SUM transactions for account_id=4895,0.00046944618225097656,17
SUM transactions for account_id=12235,0.0006847381591796875,18
SUM transactions for account_id=1826,0.0012679100036621094,14
SUM transactions for account_id=10726,0.0,19
SUM transactions for account_id=697,0.000990152359008789,6
SUM transactions for account_id=6163,0.0009257793426513672,16
SUM transactions for account_id=11905,0.000507354736328125,12
SUM transactions for account_id=6481,0.0005383491516113281,13
SUM transactions for account_id=2713,0.0003917217254638672,9
SUM transactions for account_id=10212,0.0005087852478027344,16
SUM transactions for account_id=1147,0.0008325576782226562,7
SUM transactions for account_id=4838,0.0009088516235351562,11
SUM transactions for account_id=14523,0.0006113052368164062,10
SUM transactions for account_id=14449,0.0018460750579833984,11
SUM transactions for account_id=1653,0.0016095638275146484,12
SUM transactions for account_id=11207,0.0,5
SUM transactions for account_id=9730,0.0005514621734619141,12
SUM transactions for account_id=11087,0.0010521411895751953,12
SUM transactions for account_id=7587,0.0,6
SUM transactions for account_id=1001,0.0005412101745605469,19
SUM transactions for account_id=1650,0.0005059242248535156,9
SUM transactions for account_id=1762,0.0,13
SUM transactions for account_id=17557,0.0004336833953857422,16
SUM transactions for account_id=3022,0.0,12
SUM transactions for account_id=13654,0.0021872520446777344,14
SUM transactions for account_id=11379,0.0,13
SUM transactions for account_id=19697,0.0005867481231689453,17
SUM transactions for account_id=5677,0.0005071163177490234,11
SUM transactions for account_id=18523,0.000507354736328125,11
SUM transactions for account_id=432,0.0015189647674560547,14
SUM transactions for account_id=7671,0.0007061958312988281,11
SUM transactions for account_id=8152,0.0005543231964111328,14
SUM transactions for account_id=1094,0.0009801387786865234,18
SUM transactions for account_id=19362,0.0006642341613769531,6
SUM transactions for account_id=2962,0.0,20
SUM transactions for account_id=13331,0.0010633468627929688,17
SUM transactions for account_id=13116,0.0012500286102294922,18
SUM transactions for account_id=4553,0.0006940364837646484,13
SUM transactions for account_id=16898,0.0005462169647216797,11
SUM transactions for account_id=13223,0.001035928726196289,7
SUM transactions for account_id=14339,0.0,18
SUM transactions for account_id=11421,0.0006022453308105469,17
SUM transactions for account_id=18610,0.0009300708770751953,11
SUM transactions for account_id=278,0.0009517669677734375,8
SUM transactions for account_id=7643,0.0008835792541503906,16
SUM transactions for account_id=5374,0.0005369186401367188,17
SUM transactions for account_id=14269,0.0005083084106445312,10
SUM transactions for account_id=19614,0.0009000301361083984,11
SUM transactions for account_id=17068,0.0007295608520507812,9
SUM transactions for account_id=17504,0.0008833408355712891,12
SUM transactions for account_id=15006,0.0010836124420166016,20
SUM transactions for account_id=11307,0.0,16
SUM transactions for account_id=7064,0.0014905929565429688,14
SUM transactions for account_id=7502,0.0007839202880859375,15
SUM transactions for account_id=1319,0.0011098384857177734,16
SUM transactions for account_id=7074,0.0006172657012939453,7
SUM transactions for account_id=13152,0.0015876293182373047,17
SUM transactions for account_id=19193,0.0005178451538085938,7
SUM transactions for account_id=15578,0.0,8
SUM transactions for account_id=10289,0.0011126995086669922,19
SUM transactions for account_id=12422,0.0,6
SUM transactions for account_id=2278,0.0005564689636230469,19
SUM transactions for account_id=13707,0.0005459785461425781,16
SUM transactions for account_id=9694,0.000980377197265625,6
SUM transactions for account_id=5168,0.000621795654296875,7
SUM transactions for account_id=15602,0.0014073848724365234,19
SUM transactions for account_id=11533,0.0008254051208496094,18
SUM transactions for account_id=7493,0.0006923675537109375,7
SUM transactions for account_id=11086,0.0012447834014892578,11
SUM transactions for account_id=18311,0.0010647773742675781,17
SUM transactions for account_id=10080,0.0008919239044189453,7
SUM transactions for account_id=1353,0.0007135868072509766,14
SUM transactions for account_id=18645,0.0010399818420410156,8
SUM transactions for account_id=1795,0.00045228004455566406,9
SUM transactions for account_id=18123,0.0005071163177490234,5
SUM transactions for account_id=2944,0.0007677078247070312,19
SUM transactions for account_id=9211,0.0015799999237060547,15
SUM transactions for account_id=9685,0.0009105205535888672,11
SUM transactions for account_id=16755,0.00101470947265625,17
SUM transactions for account_id=1871,0.0005071163177490234,18
SUM transactions for account_id=15613,0.0009217262268066406,16
SUM transactions for account_id=2103,0.0010073184967041016,18
SUM transactions for account_id=10761,0.0008094310760498047,6
SUM transactions for account_id=5514,0.0010066032409667969,13
SUM transactions for account_id=6923,0.0008151531219482422,15
SUM transactions for account_id=7239,0.0012791156768798828,12
SUM transactions for account_id=889,0.0009970664978027344,10
SUM transactions for account_id=17184,0.0010073184967041016,15
SUM transactions for account_id=18934,0.0009665489196777344,12
SUM transactions for account_id=721,0.0008661746978759766,17
SUM transactions for account_id=2765,0.0,11
SUM transactions for account_id=17492,0.0,6
