query,query_time,rows_examined,joins,has_sum,has_group_by,has_where,tables_count,query_length,cpu_usage,memory_usage,is_slow
SUM transactions for user_id=540,0.0237639720607656,22,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=540,0.0272889204829897,22,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=2789,0.0210092958288576,15,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2789,0.0237647787796958,15,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2789,0.0279318284447726,15,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=5240,0.0283234120522487,6,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=5240,0.0299717809500681,6,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=5240,0.030837740946732,6,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3102,0.0335462825556397,37,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3102,0.0366047730382384,37,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3102,0.0274168266016496,37,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2686,0.0247963212304029,12,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2686,0.028899105386509,12,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2686,0.0241666721140552,12,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions (simulated missing index),0.1057325229631914,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.092906821047391,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1344718541958478,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0898317599869449,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.082023598740362,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1092499237043997,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions for user_id=9548,0.0233714006795346,25,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=9548,0.0247921364730336,25,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=9548,0.0291308725482429,25,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3133,0.0256855297236102,19,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3133,0.0296989523517483,19,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3133,0.0234265807147425,19,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=7370,0.0257447573645419,39,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=7370,0.025051649704307,39,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=7370,0.0275568059997218,39,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=9440,0.0264879464797171,37,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=9440,0.023354697886347,37,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=9440,0.0247872961536076,37,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2512,0.0226776244633733,30,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2512,0.0267817570186002,30,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2512,0.0217207322253116,30,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions (simulated missing index),0.1029275617280392,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.099171250951373,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0808996227639858,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0910198748430415,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.112142765694757,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1006460388660927,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions for user_id=2247,0.0246333018550581,9,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2247,0.0247304522044026,9,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2247,0.0227800832676854,9,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=4755,0.0224655596224761,34,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=4755,0.0206263743919343,34,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=4755,0.0210703293205821,34,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions (simulated missing index),0.1200190421596584,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1225914854049258,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.10972772722671,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions for user_id=392,0.02015394854138,12,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=392,0.0274333373305799,12,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=392,0.0200779378340586,12,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=8689,0.0228256289442542,13,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=8689,0.0205723122724105,13,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=8689,0.0208849546311465,13,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=9526,0.0378079533041686,33,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=9526,0.0384929449105975,33,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=9526,0.0322053814350758,33,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=7200,0.0281846480411268,9,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=7200,0.0276721706909214,9,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=7200,0.0250903936462836,9,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=720,0.0293957724266328,10,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=720,0.0209536275505925,10,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=720,0.0247003230814476,10,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=333,0.0283605717560143,16,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=333,0.0202391368978172,16,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=333,0.0198994545557681,16,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=2923,0.025263617143257,6,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2923,0.023663452468383,6,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2923,0.0238598518370727,6,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=484,0.0244766269344011,20,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=484,0.02454282349792,20,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=484,0.0278230926165563,20,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=1434,0.0257232823174931,15,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=1434,0.0326980676170804,15,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=1434,0.0273532039789448,15,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2961,0.0208792072445169,34,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2961,0.0265570420850782,34,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2961,0.0244486537373903,34,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=9166,0.0305805088626246,31,2,1,1,1,3,33,100.0,190.453125,0
SUM transactions for user_id=9166,0.026539741003577,31,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=9166,0.0257852915233022,31,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions (simulated missing index),0.0924971838484945,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1044076893281762,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0942136572328938,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1002125035416501,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0970764436811214,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1075412712691571,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions for user_id=9345,0.0302251805534215,14,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=9345,0.0243680736756544,14,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=9345,0.0301237084129214,14,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3132,0.0223077606949906,21,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3132,0.0298335587998539,21,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3132,0.0253900143549361,21,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3962,0.0275752070792197,19,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3962,0.0234146156632562,19,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3962,0.0250904693332774,19,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions (simulated missing index),0.0786722352082533,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1005664194490592,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1103109802238444,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0822642577341534,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1173055269907029,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.090509397876685,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions for user_id=1397,0.028175234949305,23,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=1397,0.0263749935366412,23,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=1397,0.0217974192116573,23,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2174,0.0224292497438885,28,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2174,0.0258426861062404,28,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2174,0.0266821015210072,28,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2293,0.0227157567248153,26,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2293,0.0233936793045174,26,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2293,0.0288205494990359,26,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions (simulated missing index),0.0811292207520496,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0894973204586944,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0799730901965285,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions for user_id=7575,0.0241096821182338,47,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=7575,0.0258307417971776,47,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=7575,0.0237202025855519,47,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3784,0.0275002269684701,9,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3784,0.0264794559987316,9,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3784,0.0247069201318806,9,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions (simulated missing index),0.0942642741153707,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0986766924892136,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.076597469421627,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0971292642429229,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1078329011043315,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1069151720824431,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions for user_id=8609,0.0281529450940457,24,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=8609,0.0227865968747611,24,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=8609,0.0272170710701139,24,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2667,0.0217242050901855,17,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2667,0.0276903806463007,17,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2667,0.0266847301015701,17,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions (simulated missing index),0.0747107606573176,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0988740651872932,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.070573619584461,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions for user_id=3188,0.0231530483925851,30,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3188,0.024533729680138,30,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3188,0.0282261383935793,30,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=1236,0.0234470650355605,14,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=1236,0.0266980808160391,14,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=1236,0.0298289319658945,14,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=8862,0.0231003427444661,36,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=8862,0.0260587747889753,36,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=8862,0.025955922908968,36,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3809,0.029844811396836,37,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3809,0.0280166159895751,37,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3809,0.0248331523945177,37,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=8710,0.0401507062151637,25,2,1,1,1,3,33,0.0,190.453125,1
SUM transactions for user_id=8710,0.0392347344186896,25,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=8710,0.0350172248142096,25,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions (simulated missing index),0.1056975414492003,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1064232746105032,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1059700650216999,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions for user_id=3504,0.0338589740073344,24,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3504,0.0322716639132495,24,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3504,0.0290631617408586,24,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=9993,0.0243228403541713,47,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=9993,0.0248315360469323,47,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=9993,0.0264008925202807,47,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=5052,0.0258586115761889,54,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=5052,0.0261601132039002,54,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=5052,0.0277282467251872,54,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=760,0.0265982575797561,29,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=760,0.0313785567683657,29,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=760,0.0220142554880703,29,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions (simulated missing index),0.1032559931066808,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0788712363327214,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0845504896984948,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions for user_id=998,0.0227270188641346,20,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=998,0.027701872018356,20,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=998,0.0205172002983719,20,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=7590,0.0235187150344447,42,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=7590,0.0217935284941824,42,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=7590,0.0200647239668898,42,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions (simulated missing index),0.0804064358904887,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0817832773172829,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0980393007947117,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions for user_id=3637,0.0235802039321736,21,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3637,0.0205740438394257,21,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3637,0.0210579710990042,21,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=7495,0.0343632016883648,30,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=7495,0.0350093036776089,30,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=7495,0.0302328508634685,30,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2696,0.0298894646637098,33,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2696,0.0246568119272965,33,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2696,0.0259049068776949,33,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=747,0.0238887737129219,26,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=747,0.0200828047806926,26,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=747,0.027099068043238,26,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=4803,0.0304528987259198,18,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=4803,0.0311205279071072,18,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=4803,0.0269186176699922,18,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=1870,0.0224644219053051,35,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=1870,0.0290462561484144,35,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=1870,0.026709829348814,35,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions (simulated missing index),0.0809640021914078,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0777084599163993,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0841850148075366,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.103662423126486,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1030072695994526,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0924324641203709,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions for user_id=2263,0.0280540828768222,40,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2263,0.0268545085612971,40,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2263,0.0232214907011677,40,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2608,0.0225766060600183,6,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2608,0.0272446153239443,6,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2608,0.0263738889356112,6,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=1661,0.0290784410856502,18,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=1661,0.0214136401870719,18,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=1661,0.0296592545517012,18,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3636,0.0225339401317016,12,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3636,0.0214677462429,12,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3636,0.0292731660618449,12,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3768,0.0212858965419619,28,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3768,0.0268282754644625,28,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3768,0.020833934549681,28,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2055,0.0227547460603562,34,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2055,0.0284439409166814,34,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2055,0.0227212277139448,34,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=4905,0.0288390212496238,23,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=4905,0.0261979898247475,23,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=4905,0.0230057199408936,23,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3341,0.0273480803070258,22,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3341,0.0229439103809615,22,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3341,0.0277015699675808,22,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=456,0.0249088388529704,36,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=456,0.0201340248177933,36,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=456,0.025927632881833,36,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=2616,0.0265005159836826,16,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2616,0.0236836776327124,16,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2616,0.0237409183918561,16,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2955,0.0385158843551059,15,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2955,0.0537296615544639,15,2,1,1,1,3,33,0.0,190.453125,1
SUM transactions for user_id=2955,0.0386038354890056,15,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3821,0.0238548039389299,22,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3821,0.0277843812312048,22,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3821,0.0300925337676061,22,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=8137,0.0236607106299884,23,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=8137,0.0216729306316318,23,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=8137,0.0220463609563651,23,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=7806,0.0260491883654436,57,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=7806,0.020270748586216,57,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=7806,0.0214903051041226,57,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=9104,0.0232102188198748,12,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=9104,0.0320030740486691,12,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=9104,0.0236342481136671,12,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=8688,0.029255390331764,27,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=8688,0.021383896795448,27,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=8688,0.0203346552888473,27,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions (simulated missing index),0.0985482806925154,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0942047540023842,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1331624412959897,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0710514838881937,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0781971792763528,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0849681616752771,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1088336982941722,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0886064061870659,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0986699864796813,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions for user_id=8437,0.0270847605787586,8,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=8437,0.029769407159866,8,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=8437,0.025103195385275,8,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=9170,0.036254505071679,19,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=9170,0.0423705099709346,19,2,1,1,1,3,33,0.0,190.453125,1
SUM transactions for user_id=9170,0.0441675979891065,19,2,1,1,1,3,33,0.0,190.453125,1
SUM transactions (simulated missing index),0.1032654551164768,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.086814693046583,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0761651966789175,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions for user_id=2376,0.0296759658457937,51,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2376,0.0210460585840675,51,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2376,0.0242618491738088,51,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=182,0.0291695070407446,41,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=182,0.0257839020604612,41,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=182,0.0258566930276856,41,2,1,1,1,3,32,100.0,190.453125,0
SUM transactions for user_id=6797,0.0283180518833973,13,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=6797,0.0256611470656796,13,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=6797,0.0285137997209763,13,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=9600,0.0259608866465343,32,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=9600,0.0282342092272372,32,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=9600,0.024004725281388,32,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions (simulated missing index),0.1020326947562433,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.081900514333716,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0860125049587098,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions for user_id=663,0.023905138714408,40,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=663,0.0283546923243536,40,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=663,0.0250473270890958,40,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions (simulated missing index),0.0937462199662468,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1099407617580105,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1116150396549802,250188,1,1,1,0,2,42,0.0,190.453125,1
