query,query_time,rows_examined,joins,has_sum,has_group_by,has_where,tables_count,query_length,cpu_usage,memory_usage
SUM transactions for user_id=8780,0.03074654016393387,11,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8780,0.023385583438808956,11,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8780,0.026076381424759227,11,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7185,0.03005484038505874,31,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7185,0.0323749694889911,31,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7185,0.0350387675190381,31,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.07549239451706691,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.0851740089421667,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10247739189484277,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10148147095515543,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08629748121315961,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.07861097932869397,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.1033412769318622,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.09529495588426617,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.09310253016261293,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=1267,0.024821325818032182,15,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1267,0.028312498452888704,15,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1267,0.02618996313583207,15,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.11180830780184996,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08638365418217481,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.11281989487695568,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10310344437532737,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.07340666283233854,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.07643689711666848,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=9558,0.02160462651537547,16,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=9558,0.02947692541150256,16,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=9558,0.024104875943300096,16,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.1000341267534947,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.1173603279373791,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.11025887138824354,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10675183113987481,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10026332619566515,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08571100317202178,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=7927,0.036027232931052734,34,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7927,0.0407199941005146,34,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7927,0.038631963638310084,34,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6834,0.025278891771044667,29,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6834,0.025484122414700154,29,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6834,0.02327195249977357,29,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3015,0.025677988107033575,21,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3015,0.028458944233629994,21,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3015,0.0234731437782184,21,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.10948736357778166,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.09573901916110243,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10626297674849924,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=4136,0.027946867838012736,38,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=4136,0.0267323107308091,38,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=4136,0.029921811624020078,38,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3439,0.03176392127681614,42,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3439,0.031830398522557535,42,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3439,0.02493718569782433,42,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.08023854167689616,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.07091286453865721,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08550081874304713,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=3310,0.021573340649884448,14,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3310,0.025376621840200557,14,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3310,0.02413565795388576,14,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2603,0.02899350046523442,8,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2603,0.025155468549047568,8,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2603,0.03232370378091534,8,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=9081,0.024400392597758138,10,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=9081,0.02345770247533872,10,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=9081,0.027884965322594615,10,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7041,0.029902747141106793,37,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7041,0.02478056452783627,37,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7041,0.024871408928893047,37,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1155,0.021731361402367498,22,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1155,0.024947433139780515,22,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1155,0.02156615419733591,22,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5414,0.020662859300255822,27,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5414,0.02617819712432262,27,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5414,0.022232142080632768,27,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8958,0.02507813394419106,24,2,1,1,1,3,38,50.0,190.453125
SUM transactions for user_id=8958,0.03322854741989779,24,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8958,0.027324023976045015,24,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3023,0.027083746447570452,32,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3023,0.035755045269154496,32,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3023,0.03387933641550888,32,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8631,0.026080737376159735,22,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8631,0.026183515931485855,22,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8631,0.021568105225963356,22,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1030,0.022975256076654176,18,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1030,0.026225260686705026,18,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1030,0.022542596518270907,18,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=9205,0.024889227410164985,27,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=9205,0.024532614296817846,27,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=9205,0.029310376760307327,27,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3396,0.02812859094462198,14,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3396,0.027532392482663356,14,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3396,0.029261544853096857,14,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1952,0.062029083467086174,49,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1952,0.0663571151780843,49,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1952,0.05814698253599524,49,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.078091420113079,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.1086330003342037,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.0794417687329543,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=7626,0.02532756056159887,42,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7626,0.021936287104579625,42,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7626,0.02641276423247818,42,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1293,0.04443480442841138,49,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1293,0.035393025725573166,49,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1293,0.03647814348057732,49,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2450,0.022579350343555644,21,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2450,0.02083051954588503,21,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2450,0.02539057541425487,21,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5354,0.03149885313490566,42,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5354,0.04377812811948387,42,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5354,0.03548938500945332,42,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.0926073111016511,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.09130907738921892,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.0778643774578111,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08203363229117656,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.0953275734903763,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08532246066742556,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=1114,0.02107758076227978,9,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1114,0.027298912498375957,9,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1114,0.01945157291847045,9,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.08926494443729041,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.09551743353315455,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.09425527830952922,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10722683885720785,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10969685533403271,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.12220820243522536,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.0937264645546729,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.12977548233987074,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10876613281235782,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=8983,0.027298857435517243,20,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8983,0.03412747252818302,20,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8983,0.038329026198943676,20,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=4690,0.023341881108382576,31,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=4690,0.023219728550343273,31,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=4690,0.02762771655093897,31,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.08445490026736871,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.07536760477446312,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.0753410460454345,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=2920,0.027734681374905878,26,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2920,0.02870191860579052,26,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2920,0.029631426235011103,26,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3220,0.022827485616480417,20,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3220,0.02821142383153301,20,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3220,0.028036384724239156,20,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.09153066550431307,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.07447368475526321,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.09428478373520995,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=6596,0.027437348786644254,37,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6596,0.027046859011475816,37,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6596,0.029450013788986845,37,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.10580545680482006,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.09289169885257773,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.09095916019463687,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=8626,0.023083725496620994,27,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8626,0.02792053607069206,27,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8626,0.028717188581529822,27,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=4061,0.02943216226478547,37,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=4061,0.024481742832189818,37,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=4061,0.02548905150560585,37,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1063,0.024642495354264927,17,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1063,0.024613676622967394,17,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1063,0.021419626380159998,17,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.09676051167184276,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08438959916727484,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.07842713988407685,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.07435269644506881,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.0993381995985664,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08867638887981652,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10546471756075894,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08046608545767511,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.09461937889729409,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=3841,0.02363611804018044,20,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3841,0.033157861572145585,20,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3841,0.02801427885585542,20,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5935,0.029138728067281686,18,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5935,0.02343267888059121,18,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5935,0.026091284441457113,18,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=900,0.024421561843254287,13,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=900,0.021831072741224526,13,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=900,0.024666571519411203,13,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8266,0.028213035784098117,31,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8266,0.02805524743909294,31,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8266,0.025747752808003364,31,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.07825655948420532,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.09886498558120506,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.09405553084075007,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=8366,0.02088347328184734,44,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8366,0.022485160419395717,44,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8366,0.025986526543513206,44,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=719,0.03065010615776499,15,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=719,0.027010309007394304,15,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=719,0.02471866647513581,15,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6035,0.027003404438517547,17,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6035,0.024964314635365466,17,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6035,0.023945294035500796,17,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1042,0.027216152666184313,32,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1042,0.02606954952593527,32,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1042,0.02981132425580438,32,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1332,0.022202738092178452,8,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1332,0.029044827133881672,8,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1332,0.026513348441521003,8,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8298,0.040266446292354804,9,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8298,0.04574835063624435,9,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8298,0.042566201084506025,9,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2510,0.022827376715652426,8,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2510,0.02291988358643607,8,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2510,0.02595206545365918,8,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=4076,0.02698749301894118,41,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=4076,0.023633005619669897,41,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=4076,0.028882173755226087,41,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.10891095749252008,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10270355456131215,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.09082588961998904,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=2578,0.02408899398212211,45,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2578,0.022453837055367378,45,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2578,0.0221943962943282,45,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=9270,0.03127154542691397,18,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=9270,0.029233253892624923,18,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=9270,0.021186098034637335,18,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.09999188954219451,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10325342119025815,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08899147643693811,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.09731033182151633,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.07473887315300047,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08057399326886697,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08339675064626985,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.09360176491929573,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.0948998717626012,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=7786,0.027229281687631827,47,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7786,0.021703399903875542,47,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7786,0.025892111104575424,47,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8477,0.02584920718732068,24,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8477,0.028402122236811243,24,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8477,0.02859250897387283,24,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.10280580101232267,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10593449599152172,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10714094852405366,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=2032,0.026851677758332415,9,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2032,0.02995609775992794,9,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2032,0.03025257831053763,9,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6577,0.023762378575490798,13,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6577,0.028199848866448888,13,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6577,0.03068399326469297,13,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6156,0.02586128563084587,27,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6156,0.023946147874096498,27,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6156,0.019121785924333216,27,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5371,0.027321453709599472,34,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5371,0.02212960071770079,34,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5371,0.02797794657156255,34,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1292,0.023175704383230047,18,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1292,0.022681518976569764,18,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1292,0.023889749659196068,18,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1828,0.030216391259769403,36,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1828,0.029555984438568175,36,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1828,0.026249661571994615,36,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=408,0.022908400912488316,43,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=408,0.02177902659676666,43,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=408,0.022834033979022107,43,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8691,0.026393298500933,50,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8691,0.02059272663288012,50,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8691,0.0255388605800329,50,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.10556793654236084,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.07669412427470398,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08353568461547423,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=7430,0.02369847622601805,36,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7430,0.027122519970606114,36,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7430,0.029594158716596878,36,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=388,0.019863034648507128,39,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=388,0.01949907070190079,39,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=388,0.02133020789643631,39,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7875,0.025860193376180254,8,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7875,0.025481906369746368,8,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7875,0.020410312413233506,8,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.09883554577368987,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08315630237969669,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08440466306442582,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10810092506912697,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.09312248742432157,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.1227623001385581,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10718151707986677,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10697630944567114,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.07600682290994538,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.0768098203440653,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.07818759919230961,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08370597172296848,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=6422,0.026708311508261768,17,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6422,0.025032536860863642,17,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6422,0.023484400742774896,17,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=9401,0.02867599691764427,28,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=9401,0.033769359555459136,28,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=9401,0.03905178260120733,28,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3752,0.02470262580963191,23,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3752,0.02319044453359219,23,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3752,0.026622415022439092,23,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5067,0.0334139167279351,43,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5067,0.03474826551087859,43,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5067,0.029515797028709982,43,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.08940946954666228,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.11568461757850293,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10980108451096911,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=7407,0.02765638343051629,15,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7407,0.028988563571132973,15,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7407,0.02379236955704302,15,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5883,0.0270670005750238,33,2,1,1,1,3,38,0.0,190.453125
