query,query_time,rows_examined,joins,has_sum,has_group_by,has_where,tables_count,query_length
SUM transactions for user_id=484,0.0212376518822892,20,2,1,1,1,3,32
SUM transactions for user_id=5685,0.0233307533067703,13,2,1,1,1,3,33
SUM transactions for user_id=5685,0.025557744764629,13,2,1,1,1,3,33
SUM transactions for user_id=5685,0.0267536244733655,13,2,1,1,1,3,33
SUM transactions for user_id=3923,0.0327388126520119,27,2,1,1,1,3,33
SUM transactions for user_id=3923,0.0228576351900162,27,2,1,1,1,3,33
SUM transactions for user_id=3923,0.0236178207968887,27,2,1,1,1,3,33
SUM transactions for user_id=6536,0.0237915263786608,18,2,1,1,1,3,33
SUM transactions for user_id=6536,0.0310159321740763,18,2,1,1,1,3,33
SUM transactions for user_id=6536,0.0307128386516076,18,2,1,1,1,3,33
SUM transactions for user_id=843,0.0239131009176485,41,2,1,1,1,3,32
SUM transactions for user_id=843,0.0246973848148537,41,2,1,1,1,3,32
SUM transactions for user_id=843,0.0280401800656699,41,2,1,1,1,3,32
SUM transactions for user_id=5273,0.0294352785075135,12,2,1,1,1,3,33
SUM transactions for user_id=5273,0.0309524104862215,12,2,1,1,1,3,33
SUM transactions for user_id=5273,0.0250657162969351,12,2,1,1,1,3,33
SUM transactions for user_id=9107,0.0268393730126094,34,2,1,1,1,3,33
SUM transactions for user_id=9107,0.0303113104870289,34,2,1,1,1,3,33
SUM transactions for user_id=9107,0.0250316890844548,34,2,1,1,1,3,33
SUM transactions for user_id=5893,0.0271024033402238,10,2,1,1,1,3,33
SUM transactions for user_id=5893,0.0223351755002818,10,2,1,1,1,3,33
SUM transactions for user_id=5893,0.0229781540416946,10,2,1,1,1,3,33
SUM transactions for user_id=2808,0.0209685292416943,15,2,1,1,1,3,33
SUM transactions for user_id=2808,0.0223594195117407,15,2,1,1,1,3,33
SUM transactions for user_id=2808,0.020736624527831,15,2,1,1,1,3,33
SUM transactions for user_id=7278,0.0263211522618102,41,2,1,1,1,3,33
SUM transactions for user_id=7278,0.0259137627464346,41,2,1,1,1,3,33
SUM transactions for user_id=7278,0.0238443532945516,41,2,1,1,1,3,33
SUM transactions for user_id=3513,0.0247525365371368,34,2,1,1,1,3,33
SUM transactions for user_id=3513,0.0250120059880743,34,2,1,1,1,3,33
SUM transactions for user_id=3513,0.0255762942438052,34,2,1,1,1,3,33
SUM transactions for user_id=648,0.0254287277775508,15,2,1,1,1,3,32
SUM transactions for user_id=648,0.0237482872525026,15,2,1,1,1,3,32
SUM transactions for user_id=648,0.0224189591964177,15,2,1,1,1,3,32
SUM transactions for user_id=5855,0.0237059954709643,21,2,1,1,1,3,33
SUM transactions for user_id=5855,0.0214314278795625,21,2,1,1,1,3,33
SUM transactions for user_id=5855,0.0208361686371463,21,2,1,1,1,3,33
SUM transactions for user_id=7725,0.0295137570891149,20,2,1,1,1,3,33
SUM transactions for user_id=7725,0.0280036589394802,20,2,1,1,1,3,33
SUM transactions for user_id=7725,0.0269292919429293,20,2,1,1,1,3,33
SUM transactions for user_id=824,0.0300880440244265,23,2,1,1,1,3,32
SUM transactions for user_id=824,0.0240093006421324,23,2,1,1,1,3,32
SUM transactions for user_id=824,0.0293199958954912,23,2,1,1,1,3,32
SUM transactions for user_id=3195,0.0205233537016903,10,2,1,1,1,3,33
SUM transactions for user_id=3195,0.0212528406880355,10,2,1,1,1,3,33
SUM transactions for user_id=3195,0.0235257978029068,10,2,1,1,1,3,33
SUM transactions for user_id=2957,0.0254240010543331,31,2,1,1,1,3,33
SUM transactions for user_id=2957,0.0280712610439777,31,2,1,1,1,3,33
SUM transactions for user_id=2957,0.0259964800107304,31,2,1,1,1,3,33
SUM transactions for user_id=85,0.0292239247717202,13,2,1,1,1,3,31
SUM transactions for user_id=85,0.0240662291682807,13,2,1,1,1,3,31
SUM transactions for user_id=85,0.0269952982680052,13,2,1,1,1,3,31
SUM transactions for user_id=4357,0.0280697975290072,34,2,1,1,1,3,33
SUM transactions for user_id=4357,0.0243167286045984,34,2,1,1,1,3,33
SUM transactions for user_id=4357,0.029993527542485,34,2,1,1,1,3,33
SUM transactions for user_id=264,0.0252072662770332,9,2,1,1,1,3,32
SUM transactions for user_id=264,0.0271890954738111,9,2,1,1,1,3,32
SUM transactions for user_id=264,0.0242042022692912,9,2,1,1,1,3,32
SUM transactions for user_id=3062,0.0231190820792557,5,2,1,1,1,3,33
SUM transactions for user_id=3062,0.0277774414433576,5,2,1,1,1,3,33
SUM transactions for user_id=3062,0.0253985355358122,5,2,1,1,1,3,33
SUM transactions for user_id=249,0.0218175844915659,30,2,1,1,1,3,32
SUM transactions for user_id=249,0.020507632065318,30,2,1,1,1,3,32
SUM transactions for user_id=249,0.0297000898130006,30,2,1,1,1,3,32
SUM transactions for user_id=9499,0.0225632101092904,8,2,1,1,1,3,33
SUM transactions for user_id=9499,0.027235202514747,8,2,1,1,1,3,33
SUM transactions for user_id=9499,0.0279400455108605,8,2,1,1,1,3,33
SUM transactions for user_id=1260,0.027905719261729,13,2,1,1,1,3,33
SUM transactions for user_id=1260,0.0215043969692533,13,2,1,1,1,3,33
SUM transactions for user_id=1260,0.0235823848248695,13,2,1,1,1,3,33
SUM transactions for user_id=1191,0.0294629684681796,9,2,1,1,1,3,33
SUM transactions for user_id=1191,0.0219592196882194,9,2,1,1,1,3,33
SUM transactions for user_id=1191,0.0240050011573224,9,2,1,1,1,3,33
SUM transactions for user_id=5547,0.0281025483872464,31,2,1,1,1,3,33
SUM transactions for user_id=5547,0.0254114935283751,31,2,1,1,1,3,33
SUM transactions for user_id=5547,0.0297281358401548,31,2,1,1,1,3,33
SUM transactions for user_id=8687,0.0210960508728438,25,2,1,1,1,3,33
SUM transactions for user_id=8687,0.0275616096763632,25,2,1,1,1,3,33
SUM transactions for user_id=8687,0.0197648253953985,25,2,1,1,1,3,33
SUM transactions for user_id=9172,0.0304212779895469,44,2,1,1,1,3,33
SUM transactions for user_id=9172,0.0303069086744919,44,2,1,1,1,3,33
SUM transactions for user_id=9172,0.0332313924281633,44,2,1,1,1,3,33
SUM transactions for user_id=4481,0.0199506373155738,33,2,1,1,1,3,33
SUM transactions for user_id=4481,0.0252075338306972,33,2,1,1,1,3,33
SUM transactions for user_id=4481,0.0267748366894206,33,2,1,1,1,3,33
SUM transactions for user_id=7280,0.0246720182252362,18,2,1,1,1,3,33
SUM transactions for user_id=7280,0.0224833243610513,18,2,1,1,1,3,33
SUM transactions for user_id=7280,0.0245794112382378,18,2,1,1,1,3,33
SUM transactions for user_id=8016,0.0231407798228152,11,2,1,1,1,3,33
SUM transactions for user_id=8016,0.0309401036149224,11,2,1,1,1,3,33
SUM transactions for user_id=8016,0.0242358845118027,11,2,1,1,1,3,33
SUM transactions for user_id=597,0.0264665535468896,7,2,1,1,1,3,32
SUM transactions for user_id=597,0.0271638220944334,7,2,1,1,1,3,32
SUM transactions for user_id=597,0.0273787933048268,7,2,1,1,1,3,32
SUM transactions for user_id=5206,0.0232424180471695,28,2,1,1,1,3,33
SUM transactions for user_id=5206,0.0242455870784087,28,2,1,1,1,3,33
SUM transactions for user_id=5206,0.0314424796297317,28,2,1,1,1,3,33
SUM transactions for user_id=634,0.0297990456936737,6,2,1,1,1,3,32
SUM transactions for user_id=634,0.0222997358336083,6,2,1,1,1,3,32
SUM transactions for user_id=634,0.0260466289310996,6,2,1,1,1,3,32
SUM transactions for user_id=5772,0.0233841411451223,30,2,1,1,1,3,33
SUM transactions for user_id=5772,0.0230395417661179,30,2,1,1,1,3,33
SUM transactions for user_id=5772,0.0288098846432597,30,2,1,1,1,3,33
SUM transactions for user_id=9869,0.0238736504153205,24,2,1,1,1,3,33
SUM transactions for user_id=9869,0.0266309746942607,24,2,1,1,1,3,33
SUM transactions for user_id=9869,0.0282400230155015,24,2,1,1,1,3,33
SUM transactions for user_id=6021,0.0300400559212555,19,2,1,1,1,3,33
SUM transactions for user_id=6021,0.0265372580069795,19,2,1,1,1,3,33
SUM transactions for user_id=6021,0.0226289276466404,19,2,1,1,1,3,33
SUM transactions for user_id=4694,0.0194206595826593,29,2,1,1,1,3,33
SUM transactions for user_id=4694,0.0222493762965543,29,2,1,1,1,3,33
SUM transactions for user_id=4694,0.0228822955947396,29,2,1,1,1,3,33
SUM transactions for user_id=1161,0.0246970252749023,44,2,1,1,1,3,33
SUM transactions for user_id=1161,0.0232112593661743,44,2,1,1,1,3,33
SUM transactions for user_id=1161,0.0247568848820443,44,2,1,1,1,3,33
SUM transactions for user_id=5482,0.0212761646856318,7,2,1,1,1,3,33
SUM transactions for user_id=5482,0.0254086517946431,7,2,1,1,1,3,33
SUM transactions for user_id=5482,0.0267553483615382,7,2,1,1,1,3,33
SUM transactions for user_id=7899,0.0311214703489807,43,2,1,1,1,3,33
SUM transactions for user_id=7899,0.0269847704799271,43,2,1,1,1,3,33
SUM transactions for user_id=7899,0.026002803768308,43,2,1,1,1,3,33
SUM transactions for user_id=8436,0.0252460197167902,26,2,1,1,1,3,33
SUM transactions for user_id=8436,0.0255240420831863,26,2,1,1,1,3,33
SUM transactions for user_id=8436,0.0204720730147738,26,2,1,1,1,3,33
SUM transactions for user_id=6560,0.0253136223629877,13,2,1,1,1,3,33
SUM transactions for user_id=6560,0.028852903040748,13,2,1,1,1,3,33
SUM transactions for user_id=6560,0.027273789623672,13,2,1,1,1,3,33
SUM transactions for user_id=6640,0.0207794585265351,42,2,1,1,1,3,33
SUM transactions for user_id=6640,0.0202451467739869,42,2,1,1,1,3,33
SUM transactions for user_id=6640,0.0224135778354492,42,2,1,1,1,3,33
SUM transactions for user_id=2344,0.0218988619629506,26,2,1,1,1,3,33
SUM transactions for user_id=2344,0.0212682443832436,26,2,1,1,1,3,33
SUM transactions for user_id=2344,0.0302371480140763,26,2,1,1,1,3,33
SUM transactions for user_id=8092,0.0302308119396507,32,2,1,1,1,3,33
SUM transactions for user_id=8092,0.0292058585147724,32,2,1,1,1,3,33
SUM transactions for user_id=8092,0.0311331850115976,32,2,1,1,1,3,33
SUM transactions for user_id=6741,0.0331137639659072,9,2,1,1,1,3,33
SUM transactions for user_id=6741,0.0240586209113691,9,2,1,1,1,3,33
SUM transactions for user_id=6741,0.028534719845269,9,2,1,1,1,3,33
SUM transactions for user_id=9823,0.0324490356261603,23,2,1,1,1,3,33
SUM transactions for user_id=9823,0.0335880049042696,23,2,1,1,1,3,33
SUM transactions for user_id=9823,0.0339276593427587,23,2,1,1,1,3,33
SUM transactions for user_id=3493,0.0331465685192902,23,2,1,1,1,3,33
SUM transactions for user_id=3493,0.0424198812413472,23,2,1,1,1,3,33
SUM transactions for user_id=3493,0.0316715960080028,23,2,1,1,1,3,33
SUM transactions for user_id=7710,0.0334841621913966,36,2,1,1,1,3,33
SUM transactions for user_id=7710,0.0377374028826009,36,2,1,1,1,3,33
SUM transactions for user_id=7710,0.0341309970069041,36,2,1,1,1,3,33
SUM transactions for user_id=1882,0.031467286441412,25,2,1,1,1,3,33
SUM transactions for user_id=1882,0.033286982320509,25,2,1,1,1,3,33
SUM transactions for user_id=1882,0.0253461186252052,25,2,1,1,1,3,33
SUM transactions for user_id=3452,0.0303644915180058,23,2,1,1,1,3,33
SUM transactions for user_id=3452,0.0278255076021203,23,2,1,1,1,3,33
SUM transactions for user_id=3452,0.0270812944217003,23,2,1,1,1,3,33
SUM transactions for user_id=267,0.0245874505635265,16,2,1,1,1,3,32
SUM transactions for user_id=267,0.0219697684813831,16,2,1,1,1,3,32
SUM transactions for user_id=267,0.0261909845960272,16,2,1,1,1,3,32
SUM transactions for user_id=7307,0.0293557147346214,19,2,1,1,1,3,33
SUM transactions for user_id=7307,0.0351815846906948,19,2,1,1,1,3,33
SUM transactions for user_id=7307,0.0281396245537739,19,2,1,1,1,3,33
SUM transactions for user_id=6033,0.0403240018806901,39,2,1,1,1,3,33
SUM transactions for user_id=6033,0.0313445145347447,39,2,1,1,1,3,33
SUM transactions for user_id=6033,0.034474546269608,39,2,1,1,1,3,33
SUM transactions for user_id=4036,0.0392117200182786,26,2,1,1,1,3,33
SUM transactions for user_id=4036,0.0316587752060271,26,2,1,1,1,3,33
SUM transactions for user_id=4036,0.0329528989302903,26,2,1,1,1,3,33
SUM transactions for user_id=6195,0.0370070013914461,28,2,1,1,1,3,33
SUM transactions for user_id=6195,0.0329339149052825,28,2,1,1,1,3,33
SUM transactions for user_id=6195,0.0432185524845493,28,2,1,1,1,3,33
SUM transactions for user_id=2362,0.0435499582975503,25,2,1,1,1,3,33
SUM transactions for user_id=2362,0.0461343339225997,25,2,1,1,1,3,33
SUM transactions for user_id=2362,0.0438310537482003,25,2,1,1,1,3,33
SUM transactions for user_id=2574,0.033764647870869,12,2,1,1,1,3,33
SUM transactions for user_id=2574,0.0293463310104093,12,2,1,1,1,3,33
SUM transactions for user_id=2574,0.0295624144793285,12,2,1,1,1,3,33
SUM transactions for user_id=4357,0.0336872993446125,34,2,1,1,1,3,33
SUM transactions for user_id=4357,0.0402834734521735,34,2,1,1,1,3,33
SUM transactions for user_id=4357,0.0294973038060046,34,2,1,1,1,3,33
SUM transactions for user_id=270,0.0264669795971612,20,2,1,1,1,3,32
SUM transactions for user_id=270,0.0262835684040415,20,2,1,1,1,3,32
SUM transactions for user_id=270,0.0306818015979331,20,2,1,1,1,3,32
SUM transactions for user_id=9087,0.0409405488848285,41,2,1,1,1,3,33
SUM transactions for user_id=9087,0.0317432072569808,41,2,1,1,1,3,33
SUM transactions for user_id=9087,0.0348221787035419,41,2,1,1,1,3,33
SUM transactions for user_id=3707,0.0346606061928326,19,2,1,1,1,3,33
SUM transactions for user_id=3707,0.0373302317156875,19,2,1,1,1,3,33
SUM transactions for user_id=3707,0.0428792051240846,19,2,1,1,1,3,33
SUM transactions for user_id=8355,0.0467126075307328,32,2,1,1,1,3,33
SUM transactions for user_id=8355,0.0441482947791884,32,2,1,1,1,3,33
SUM transactions for user_id=8355,0.0316943919833788,32,2,1,1,1,3,33
SUM transactions for user_id=5952,0.0315478552724391,19,2,1,1,1,3,33
SUM transactions for user_id=5952,0.0333091324450731,19,2,1,1,1,3,33
SUM transactions for user_id=5952,0.0330414692470831,19,2,1,1,1,3,33
SUM transactions for user_id=5596,0.0332856879330849,38,2,1,1,1,3,33
SUM transactions for user_id=5596,0.038891353182765,38,2,1,1,1,3,33
SUM transactions for user_id=5596,0.0336973228494943,38,2,1,1,1,3,33
SUM transactions for user_id=1958,0.042418322163801,16,2,1,1,1,3,33
SUM transactions for user_id=1958,0.0385553326664163,16,2,1,1,1,3,33
SUM transactions for user_id=1958,0.03202180297775,16,2,1,1,1,3,33
SUM transactions for user_id=4252,0.0287115301631285,19,2,1,1,1,3,33
SUM transactions for user_id=4252,0.0330269795058116,19,2,1,1,1,3,33
SUM transactions for user_id=4252,0.0278015129688239,19,2,1,1,1,3,33
SUM transactions for user_id=2579,0.0510926052785411,16,2,1,1,1,3,33
SUM transactions for user_id=2579,0.0367920950177618,16,2,1,1,1,3,33
SUM transactions for user_id=2579,0.0396854701425059,16,2,1,1,1,3,33
SUM transactions for user_id=3662,0.0412643465074655,32,2,1,1,1,3,33
SUM transactions for user_id=3662,0.0441697351233472,32,2,1,1,1,3,33
SUM transactions for user_id=3662,0.0373386148525543,32,2,1,1,1,3,33
SUM transactions for user_id=6351,0.036837443111095,28,2,1,1,1,3,33
SUM transactions for user_id=6351,0.0438272845268784,28,2,1,1,1,3,33
SUM transactions for user_id=6351,0.0320192504421552,28,2,1,1,1,3,33
SUM transactions for user_id=8415,0.0415588842910423,49,2,1,1,1,3,33
SUM transactions for user_id=8415,0.0365252243303709,49,2,1,1,1,3,33
SUM transactions for user_id=8415,0.032404828453922,49,2,1,1,1,3,33
SUM transactions for user_id=133,0.0489292667819981,24,2,1,1,1,3,32
SUM transactions for user_id=133,0.0421631895319303,24,2,1,1,1,3,32
SUM transactions for user_id=133,0.0380969157833923,24,2,1,1,1,3,32
SUM transactions (simulated missing index),0.0989843627124958,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1228454251426652,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1403244532877135,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1027573610192774,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1071017282497911,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.096097108708641,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.07416204119673,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0847728735688745,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.078118032655295,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0779192680878653,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0912916845496438,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0873072240229778,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0753202254069367,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1013969077627753,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0906642534053639,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0798291998665701,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0834923757057949,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0749458524241898,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1129005318346292,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0843675706099414,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0912172430803922,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1067328076518369,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1050323349111337,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1406276876472396,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1084899592193546,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1113176787578852,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1337064731991172,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1314880188788271,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1528350278648737,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1417369842371271,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1268430329535845,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1167630595054278,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1205236417633979,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0972481734011839,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0853807232521878,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1222979744502325,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0825640906528321,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1008103634910053,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1049828754874442,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1246917717860822,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0888589056087049,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1059142022422968,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0934706195238143,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1011081201810787,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0915135733605035,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1037785650937723,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.108868686150084,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.103669084578498,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1205628388050795,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1050461038504908,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1024840331468708,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1196018296497574,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1269808678002526,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.132666803841958,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1282768705122375,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1160227898454875,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1247731342736923,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1360523229380004,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1363049059152804,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1330542089114249,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1115633072075796,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0992693971776678,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1247172075191096,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1026064936443867,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1124736653093703,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0866381309539075,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1142279789092934,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1193183072742894,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0933288653356197,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1222832366097637,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0893073602324136,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1282455501121008,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0963748801321463,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1085412283836784,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1058824630528675,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1224462763352766,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1249556896449674,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1083753374368582,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1353597074727336,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1175287795220533,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1356375047892236,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1257281847923298,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1219368538404882,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1342663890620974,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1107286135202395,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1017505194376828,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1163591565533745,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1112211609812514,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1376683512842262,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.101213156729133,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0891768590672111,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1003799449037164,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.108629275722061,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0966499347469198,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1056629318393124,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0993288701407827,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0896021482780295,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0774680057317968,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0999780623656679,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1067950682257025,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1035013672391364,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0830583549217888,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0771791022557965,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0724404110864777,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0987649253572463,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0855103682986105,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.084133249503469,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0978239442046578,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.078283194523815,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0956021186410802,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0829711876812511,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.102209807862261,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1012639555000152,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0786488281210553,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0743535663672096,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0860871238355305,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0723950383375451,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.099271351438997,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0867710435582367,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0889604925861982,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0999056836331269,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1024983017728083,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1097990826455918,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.106397987251773,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1439047963800107,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1319446873580123,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0772398229140046,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1004351639601908,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0771334302333618,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0876715010082301,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0799258730906548,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1001681094989405,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0813460971970553,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1029272705177123,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0934947479768899,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0722953045638379,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0839040091913814,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0834476676354068,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0787538782228922,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0885639955818977,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0911029920737656,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0935831415043217,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0905319024150589,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0924053964816918,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0794951793739138,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0855521365656389,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0868340009707118,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1015385547868285,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0770146450866479,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0724728992663606,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1039959339711115,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0958343458596926,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1087695844439546,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0850013769093798,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0732013486755621,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0987484881327491,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0803641759392494,250188,1,1,1,0,2,42
