account_id,user_id,account_type,balance,created_at
1361,9110,BUSINESS,12172.78,2023-10-22
1362,12131,SAVINGS,1182.8,2022-04-09
1363,1837,SAVINGS,4877.11,2024-10-18
1364,5671,SAVINGS,4992.39,2024-01-20
1365,19062,BUSINESS,6604.65,2021-12-27
1366,8465,CHECKING,705.33,2022-02-08
1367,5592,SAVINGS,6290.82,2025-01-04
1368,952,SAVINGS,11986.27,2024-03-20
1369,8876,BUSINESS,990.32,2025-06-15
1370,4320,SAVINGS,1356.05,2023-06-29
1371,4164,BUSINESS,17770.89,2022-02-25
1372,9700,CHECKING,998.22,2025-04-08
1373,2232,BUSINESS,9633.95,2024-06-29
1374,537,SAVINGS,3389.1,2023-02-28
1375,14884,BUSINESS,1419.98,2022-02-10
1376,5343,SAVINGS,10230.03,2023-02-12
1377,4339,CHECKING,2946.69,2024-07-04
1378,1708,CHECKING,3616.15,2022-12-24
1379,1917,CHECKING,2225.45,2025-08-14
1380,13553,CHECKING,4494.11,2022-06-21
1381,17907,CHECKING,892.79,2021-12-22
1382,3329,CHECKING,2480.35,2022-02-24
1383,16227,CHECKING,17435.79,2022-03-10
1384,8535,CHECKING,1492.93,2023-09-04
1385,3470,BUSINESS,5346.29,2022-08-10
1386,19685,SAVINGS,1966.62,2022-09-08
1387,8642,SAVINGS,7424.46,2024-07-08
1388,12659,CHECKING,701.33,2023-07-01
1389,17748,SAVINGS,17503.05,2024-07-16
1390,17591,CHECKING,3023.75,2023-01-22
1391,5050,BUSINESS,1346.27,2024-03-06
1392,15374,BUSINESS,381.69,2025-03-13
1393,4861,CHECKING,930.19,2025-08-01
1394,16574,SAVINGS,3667.49,2025-04-06
1395,5895,SAVINGS,2054.93,2024-02-09
1396,10377,BUSINESS,8827.05,2024-06-19
1397,1315,BUSINESS,2818.39,2023-04-04
1398,11248,CHECKING,1429.85,2023-04-13
1399,12918,BUSINESS,4800.49,2023-09-19
1400,9233,BUSINESS,6134.11,2025-06-26
1401,8347,BUSINESS,913.86,2022-05-12
1402,4832,SAVINGS,917.33,2025-12-10
1403,15908,SAVINGS,186.8,2025-04-09
1404,6149,CHECKING,6666.65,2022-03-03
1405,18790,SAVINGS,5450.31,2025-07-25
1406,6105,SAVINGS,3218.27,2022-10-09
1407,4260,SAVINGS,9294.96,2022-03-23
1408,2817,SAVINGS,8190.99,2023-01-02
1409,3907,BUSINESS,4401.66,2024-01-14
1410,15005,BUSINESS,10135.05,2024-11-14
1411,1376,SAVINGS,1152.36,2025-11-09
1412,11360,BUSINESS,593.47,2025-03-24
1413,18115,CHECKING,1571.84,2022-01-15
1414,1639,BUSINESS,293.91,2023-09-11
1415,2423,CHECKING,3787.57,2025-02-19
1416,1622,CHECKING,13791.91,2025-03-31
1417,9547,BUSINESS,200.69,2022-11-12
1418,1182,BUSINESS,651.17,2022-07-04
1419,7391,BUSINESS,3009.22,2025-03-01
1420,4950,CHECKING,13581.04,2025-10-07
1421,3394,BUSINESS,1900.13,2024-01-18
1422,8252,BUSINESS,3538.61,2023-10-23
1423,11632,SAVINGS,212.31,2022-05-07
1424,19602,CHECKING,802.86,2023-07-16
1425,3585,CHECKING,21573.76,2022-01-24
1426,3344,SAVINGS,16779.02,2025-07-23
1427,5751,SAVINGS,24.76,2024-01-16
1428,16130,CHECKING,15163.2,2025-05-06
1429,8341,SAVINGS,5096.05,2022-10-11
1430,7220,BUSINESS,10121.67,2024-06-02
1431,14890,SAVINGS,3032.46,2022-08-24
1432,5360,SAVINGS,3624.18,2023-07-30
1433,11820,CHECKING,3355.43,2024-04-25
1434,4904,SAVINGS,5496.03,2023-07-22
1435,3703,CHECKING,752.09,2023-02-05
1436,5773,CHECKING,152.16,2025-03-09
1437,10503,BUSINESS,1840.34,2022-02-10
1438,8542,BUSINESS,6098.49,2022-12-16
1439,12534,SAVINGS,1127.32,2023-05-11
1440,6400,BUSINESS,5595.59,2024-12-31
1441,50,BUSINESS,17518.15,2023-12-15
1442,17681,SAVINGS,493.03,2025-11-12
1443,6631,CHECKING,5582.9,2022-10-09
1444,9648,CHECKING,2932.69,2025-04-03
1445,14511,SAVINGS,10130.16,2023-05-22
1446,9986,BUSINESS,974.91,2024-12-11
1447,16993,CHECKING,5898.45,2024-02-16
1448,16665,BUSINESS,9104.35,2025-04-04
1449,19010,CHECKING,14467.16,2025-12-04
1450,385,CHECKING,5748.18,2023-12-27
1451,15225,SAVINGS,3437.56,2024-07-24
1452,5447,SAVINGS,4809.67,2022-08-02
1453,12262,BUSINESS,10159.16,2022-07-28
1454,12371,BUSINESS,4226.95,2025-03-10
1455,11448,SAVINGS,154.29,2024-02-09
1456,10264,SAVINGS,13364.53,2022-05-01
1457,14687,CHECKING,5848.29,2023-08-12
1458,8434,BUSINESS,5642.99,2023-06-03
1459,5953,CHECKING,1214.66,2021-12-23
1460,13997,BUSINESS,5377.68,2024-03-02
1461,6856,SAVINGS,2503.26,2025-06-27
1462,19587,BUSINESS,5266.76,2023-10-18
1463,10373,CHECKING,563.57,2025-04-05
1464,7641,CHECKING,5362.46,2022-11-07
1465,6062,CHECKING,37208.61,2022-05-19
1466,16319,CHECKING,247.06,2022-11-28
1467,10450,SAVINGS,18899.32,2022-02-15
1468,5244,CHECKING,2612.03,2021-12-27
1469,18588,SAVINGS,10230.17,2024-02-02
1470,575,CHECKING,7625.15,2025-03-13
1471,2640,CHECKING,4185.28,2023-09-21
1472,11446,BUSINESS,6705.63,2024-12-29
1473,2744,SAVINGS,10539.85,2022-12-29
1474,19812,SAVINGS,2588.75,2022-12-13
1475,911,BUSINESS,1980.3,2024-10-18
1476,12088,BUSINESS,5506.98,2022-12-26
1477,5167,SAVINGS,8247.29,2023-09-29
1478,19416,CHECKING,7183.42,2025-07-03
1479,3835,SAVINGS,7992.83,2025-06-20
1480,10571,CHECKING,2859.81,2022-05-27
1481,7156,SAVINGS,8514.19,2025-12-08
1482,4969,BUSINESS,640.35,2024-10-24
1483,10412,CHECKING,3931.68,2025-08-14
1484,19057,CHECKING,28.88,2025-02-09
1485,7622,CHECKING,1962.15,2022-05-23
1486,8008,CHECKING,2282.17,2025-12-11
1487,5052,BUSINESS,2522.34,2024-03-30
1488,13390,SAVINGS,5944.88,2024-01-07
1489,9721,BUSINESS,2459.68,2023-07-17
1490,5895,SAVINGS,2977.32,2023-11-30
1491,14139,CHECKING,1356.05,2024-08-30
1492,2491,CHECKING,2336.05,2023-11-26
1493,8494,BUSINESS,1289.13,2024-06-28
1494,16855,SAVINGS,380.07,2025-12-08
1495,18063,CHECKING,4624.75,2022-10-30
1496,3182,SAVINGS,5516.31,2022-08-22
1497,6710,BUSINESS,4831.22,2024-12-07
1498,3506,SAVINGS,3113.39,2022-06-17
1499,17640,SAVINGS,2388.45,2025-12-02
1500,1429,CHECKING,9951.06,2023-10-19
1501,18806,BUSINESS,3660.29,2024-02-26
1502,7355,BUSINESS,3261.77,2022-05-13
1503,5146,SAVINGS,129.88,2023-10-12
1504,2743,SAVINGS,2087.04,2023-04-16
1505,4976,SAVINGS,2391.76,2025-02-14
1506,5666,SAVINGS,2544.33,2023-10-26
1507,12194,BUSINESS,4339.56,2022-07-24
1508,9702,BUSINESS,3813.59,2023-10-15
1509,3692,BUSINESS,4681.26,2024-08-30
1510,12206,BUSINESS,7238.37,2023-05-23
1511,5035,CHECKING,8382.85,2024-09-17
1512,17808,CHECKING,6331.42,2025-09-25
1513,17557,CHECKING,15563.99,2023-02-13
1514,13156,CHECKING,92.0,2023-09-29
1515,277,SAVINGS,1089.4,2025-07-03
1516,19099,SAVINGS,37.96,2023-06-21
1517,17395,CHECKING,5213.16,2024-10-29
1518,8590,BUSINESS,11415.41,2024-08-15
1519,17605,SAVINGS,1395.15,2024-03-07
1520,12762,CHECKING,13088.85,2024-07-08
1521,10014,SAVINGS,310.8,2025-06-13
1522,32,SAVINGS,13623.64,2024-01-22
1523,12723,SAVINGS,2166.41,2025-08-05
1524,18679,BUSINESS,534.7,2022-07-21
1525,16313,CHECKING,3326.41,2024-07-31
1526,17185,CHECKING,1483.79,2023-11-02
1527,8014,CHECKING,1676.47,2022-03-09
1528,17065,CHECKING,1835.72,2025-11-07
1529,12705,BUSINESS,8123.42,2025-03-13
1530,13164,CHECKING,3873.54,2022-09-04
1531,13085,BUSINESS,1864.8,2023-08-25
1532,10185,BUSINESS,4712.32,2024-06-16
1533,3892,BUSINESS,6296.56,2022-12-20
1534,14266,BUSINESS,1591.56,2025-04-07
1535,4237,SAVINGS,2668.33,2022-12-29
1536,9706,BUSINESS,649.89,2024-04-06
1537,5908,SAVINGS,999.27,2022-10-16
1538,4618,BUSINESS,5714.67,2022-10-13
1539,14291,SAVINGS,1001.03,2022-08-07
1540,5867,SAVINGS,3723.92,2025-10-22
1541,6335,SAVINGS,6172.95,2025-10-17
1542,561,CHECKING,565.15,2024-12-23
1543,2096,SAVINGS,4188.69,2024-07-17
1544,9317,SAVINGS,1482.35,2025-10-26
1545,8289,BUSINESS,16474.31,2025-02-18
1546,7110,SAVINGS,3303.84,2024-05-05
1547,9222,BUSINESS,8199.29,2025-02-16
1548,15913,BUSINESS,3995.06,2025-03-11
1549,18624,BUSINESS,221.92,2025-12-18
1550,3668,SAVINGS,5014.03,2025-04-28
1551,15436,BUSINESS,15121.0,2024-04-21
1552,14632,SAVINGS,4601.64,2023-10-02
1553,13313,BUSINESS,8551.51,2023-07-25
1554,19970,BUSINESS,10779.73,2024-05-22
1555,9100,BUSINESS,1294.37,2022-03-20
1556,17264,SAVINGS,1191.57,2023-07-23
1557,5272,BUSINESS,4720.64,2023-09-24
1558,6527,SAVINGS,2646.89,2025-10-10
1559,18008,SAVINGS,9158.57,2023-08-21
1560,1869,SAVINGS,11514.08,2024-03-12
1561,14156,CHECKING,2180.3,2022-07-05
1562,13430,SAVINGS,1351.64,2025-10-26
1563,5509,BUSINESS,7582.6,2023-12-02
1564,70,SAVINGS,1606.58,2025-11-11
1565,177,CHECKING,8647.14,2023-05-23
1566,6446,BUSINESS,2755.97,2022-01-09
1567,5286,BUSINESS,5506.33,2025-06-12
1568,11032,SAVINGS,502.06,2023-05-25
1569,17825,CHECKING,4888.96,2022-11-16
1570,6179,SAVINGS,3005.28,2022-04-30
1571,127,CHECKING,4416.8,2023-02-24
1572,1521,CHECKING,919.7,2022-04-21
1573,5881,CHECKING,6675.61,2025-07-10
1574,8005,BUSINESS,9931.47,2023-11-10
1575,7699,BUSINESS,1221.45,2023-01-22
1576,63,CHECKING,503.05,2023-01-26
1577,18126,BUSINESS,119.61,2025-07-08
1578,5304,CHECKING,5135.71,2024-09-30
1579,5601,BUSINESS,4670.92,2022-09-01
1580,18500,BUSINESS,3955.98,2023-11-02
1581,2047,SAVINGS,1319.48,2025-04-01
1582,14782,CHECKING,2478.91,2024-07-15
1583,17498,BUSINESS,4512.88,2023-09-30
1584,14163,SAVINGS,3433.51,2024-07-30
1585,14988,CHECKING,22025.67,2025-01-06
1586,7998,SAVINGS,733.46,2023-06-04
1587,5811,BUSINESS,5939.59,2025-03-02
1588,6777,BUSINESS,2590.25,2022-10-17
1589,19970,CHECKING,2794.83,2023-10-27
1590,6680,SAVINGS,6322.11,2024-08-19
1591,15849,CHECKING,5895.36,2024-11-27
1592,2730,BUSINESS,23696.93,2025-03-09
1593,11018,BUSINESS,687.09,2024-01-10
1594,3738,BUSINESS,549.69,2022-07-28
1595,17772,CHECKING,6442.91,2023-08-29
1596,5802,CHECKING,4318.34,2023-07-08
1597,14906,SAVINGS,1602.13,2025-03-11
1598,8121,CHECKING,413.75,2025-10-21
1599,18093,CHECKING,447.75,2022-05-07
1600,3561,SAVINGS,11230.59,2022-02-13
1601,2438,SAVINGS,1065.15,2024-06-08
1602,5081,BUSINESS,1953.16,2023-12-22
1603,16576,SAVINGS,1285.16,2025-11-20
1604,6591,SAVINGS,2192.5,2024-09-10
1605,19949,SAVINGS,359.76,2024-12-06
1606,3249,BUSINESS,3660.06,2024-08-12
1607,17714,BUSINESS,350.03,2024-03-25
1608,7334,CHECKING,8056.11,2024-03-12
1609,6123,CHECKING,1330.99,2024-11-20
1610,19664,BUSINESS,3882.77,2025-09-01
1611,2075,BUSINESS,10604.61,2022-03-04
1612,15627,CHECKING,5261.66,2023-01-07
1613,649,CHECKING,3806.68,2024-05-03
1614,15804,CHECKING,1960.28,2023-12-24
1615,12637,SAVINGS,2024.84,2025-05-28
1616,1424,CHECKING,5535.55,2025-08-04
1617,12132,BUSINESS,25697.48,2023-07-23
1618,5474,SAVINGS,5421.17,2022-01-27
1619,17637,BUSINESS,4079.78,2025-08-24
1620,3292,BUSINESS,6558.73,2024-12-13
1621,8730,SAVINGS,3129.36,2022-03-30
1622,2460,BUSINESS,310.13,2022-10-14
1623,4176,CHECKING,4131.07,2024-09-28
1624,19881,CHECKING,15806.02,2022-07-20
1625,13427,SAVINGS,963.7,2025-07-19
1626,15095,BUSINESS,5855.99,2024-01-03
1627,3627,CHECKING,1121.56,2024-10-19
1628,19446,CHECKING,3837.5,2025-02-06
1629,18991,BUSINESS,508.37,2023-04-17
1630,8093,BUSINESS,2992.56,2024-05-19
1631,9795,CHECKING,7056.28,2024-05-04
1632,16302,SAVINGS,2135.27,2025-03-24
1633,546,BUSINESS,5466.81,2025-03-02
1634,4938,BUSINESS,7934.71,2025-04-07
1635,12806,CHECKING,13098.67,2023-02-27
1636,12080,BUSINESS,1337.06,2023-12-16
1637,13083,BUSINESS,2548.43,2023-05-20
1638,12599,SAVINGS,826.83,2022-11-02
1639,11597,BUSINESS,24453.27,2024-04-15
1640,3087,SAVINGS,13086.55,2025-08-09
1641,10607,CHECKING,3882.18,2023-01-25
1642,6690,CHECKING,9226.85,2025-07-16
1643,16621,BUSINESS,3679.83,2025-07-26
1644,18531,SAVINGS,4885.32,2022-10-12
1645,11254,CHECKING,466.74,2022-11-20
1646,7325,BUSINESS,7038.01,2022-12-20
1647,8941,BUSINESS,683.19,2023-02-02
1648,14260,BUSINESS,8745.44,2022-05-08
1649,296,CHECKING,7616.95,2025-02-02
1650,9761,SAVINGS,6167.78,2025-03-01
1651,18984,BUSINESS,184.15,2023-08-26
1652,737,CHECKING,1805.77,2022-01-13
1653,8786,BUSINESS,1526.6,2022-09-01
1654,15571,SAVINGS,2232.5,2023-06-23
1655,13501,CHECKING,458.62,2025-08-01
1656,19342,CHECKING,13819.76,2022-07-01
1657,2063,CHECKING,4034.97,2025-12-03
1658,18812,BUSINESS,1822.99,2025-01-10
1659,12988,CHECKING,2529.04,2025-10-13
1660,708,BUSINESS,2963.82,2024-09-16
1661,127,BUSINESS,4588.89,2025-11-11
1662,19507,CHECKING,3625.04,2025-02-27
1663,10060,BUSINESS,12590.79,2025-04-19
1664,16320,CHECKING,3435.46,2024-04-26
1665,18323,CHECKING,24241.32,2023-06-16
1666,18710,CHECKING,9533.33,2022-05-03
1667,13292,CHECKING,1169.19,2025-09-02
1668,2467,BUSINESS,13339.0,2022-03-03
1669,6342,BUSINESS,618.56,2023-06-24
1670,16518,CHECKING,8503.65,2024-06-16
1671,3688,CHECKING,2395.21,2022-08-31
1672,15141,SAVINGS,10517.62,2024-01-06
1673,9470,CHECKING,10126.91,2024-07-19
1674,17007,BUSINESS,8197.56,2022-05-11
1675,11252,SAVINGS,7803.96,2024-12-29
1676,13064,BUSINESS,1816.91,2025-03-25
1677,19056,BUSINESS,421.91,2022-08-29
1678,17473,SAVINGS,2579.02,2025-07-05
1679,12479,CHECKING,952.93,2025-05-03
1680,19146,BUSINESS,5936.42,2025-11-12
1681,917,CHECKING,2124.0,2025-11-20
1682,9504,CHECKING,18567.95,2022-08-29
1683,324,BUSINESS,5121.78,2023-10-13
1684,5462,BUSINESS,8643.38,2024-02-19
1685,16868,CHECKING,710.84,2025-07-10
1686,325,CHECKING,9903.03,2023-09-12
1687,5601,SAVINGS,12804.01,2022-06-29
1688,1029,SAVINGS,3338.0,2024-10-04
1689,13058,SAVINGS,4660.23,2025-05-24
1690,15031,SAVINGS,7236.8,2025-06-06
1691,13000,CHECKING,960.88,2024-02-21
1692,9499,BUSINESS,3491.46,2023-09-30
1693,19721,SAVINGS,2543.0,2023-03-21
1694,593,BUSINESS,791.31,2024-12-09
1695,5871,CHECKING,2290.65,2023-11-25
1696,17520,CHECKING,353.04,2025-12-15
1697,11750,BUSINESS,130.75,2022-04-28
1698,3421,SAVINGS,726.09,2024-05-14
1699,18,BUSINESS,16499.77,2022-07-16
1700,17683,BUSINESS,3987.31,2025-09-23
1701,18205,SAVINGS,16880.89,2025-08-31
1702,1349,CHECKING,2832.55,2022-11-16
1703,15810,CHECKING,1868.5,2024-04-14
1704,17723,BUSINESS,3527.53,2024-05-26
1705,7765,BUSINESS,2894.73,2022-09-21
1706,19498,BUSINESS,558.37,2024-03-02
1707,15524,CHECKING,5119.75,2024-12-06
1708,3473,BUSINESS,1216.97,2023-02-06
1709,11392,CHECKING,4832.5,2024-02-17
1710,7752,SAVINGS,5251.98,2025-01-04
1711,4895,CHECKING,824.52,2024-10-28
1712,12143,SAVINGS,316.56,2023-11-19
1713,1549,SAVINGS,7587.98,2025-06-07
1714,6975,SAVINGS,3079.08,2022-08-23
1715,11303,BUSINESS,299.62,2023-07-11
1716,12792,BUSINESS,26359.66,2023-07-07
1717,13216,SAVINGS,297.59,2022-06-03
1718,19405,BUSINESS,5937.8,2023-07-19
1719,11662,BUSINESS,20576.49,2023-07-24
1720,6662,SAVINGS,1366.79,2023-07-22
1721,11713,CHECKING,767.21,2023-09-23
1722,9594,SAVINGS,647.04,2025-06-24
1723,18284,CHECKING,1806.82,2025-09-23
1724,18525,SAVINGS,532.62,2022-09-18
1725,14362,BUSINESS,5890.9,2022-09-04
1726,9641,CHECKING,321.58,2025-03-19
1727,14708,BUSINESS,3560.86,2023-01-02
1728,1697,BUSINESS,28564.4,2024-07-24
1729,15724,BUSINESS,8409.24,2023-05-09
1730,640,BUSINESS,4775.41,2025-03-15
1731,3877,BUSINESS,1828.24,2022-08-07
1732,15470,SAVINGS,4889.45,2023-11-05
1733,13581,BUSINESS,3743.74,2022-09-01
1734,1145,SAVINGS,2776.36,2024-09-19
1735,3703,BUSINESS,700.39,2022-03-31
1736,6687,CHECKING,10884.36,2023-07-29
1737,12202,BUSINESS,2987.23,2025-02-05
1738,4027,SAVINGS,1082.22,2023-11-18
1739,7567,CHECKING,2292.43,2023-12-10
1740,9688,CHECKING,2673.28,2022-07-18
1741,8260,SAVINGS,8787.89,2025-12-06
1742,19709,BUSINESS,6614.05,2025-11-15
1743,1418,CHECKING,7333.29,2025-12-19
1744,15859,CHECKING,55.46,2024-10-13
1745,11238,CHECKING,2690.59,2023-10-12
1746,18306,CHECKING,3282.57,2025-08-01
1747,12263,SAVINGS,96.89,2021-12-25
1748,9860,SAVINGS,1504.26,2025-01-08
1749,12381,SAVINGS,7141.62,2023-05-20
1750,4131,SAVINGS,737.34,2024-02-11
1751,10604,CHECKING,3831.93,2025-08-01
1752,19575,CHECKING,1211.64,2025-06-20
1753,15653,SAVINGS,60.97,2025-05-26
1754,10336,CHECKING,1380.09,2022-05-01
1755,5842,SAVINGS,18622.28,2023-02-08
1756,5925,SAVINGS,8085.77,2023-04-12
1757,19956,SAVINGS,16041.74,2023-09-12
1758,10872,SAVINGS,3345.73,2022-01-17
1759,7061,BUSINESS,581.19,2025-06-29
1760,9664,CHECKING,3969.92,2025-02-11
1761,964,CHECKING,3029.14,2022-09-25
1762,16349,CHECKING,9300.95,2024-05-28
1763,15742,CHECKING,516.16,2022-07-21
1764,9948,BUSINESS,3349.51,2025-10-01
1765,9456,BUSINESS,812.88,2022-06-27
1766,10672,CHECKING,1962.81,2022-01-23
1767,19572,SAVINGS,6684.8,2025-04-24
1768,19687,CHECKING,3231.49,2024-10-20
1769,10691,SAVINGS,2357.13,2025-06-24
1770,3159,SAVINGS,2508.31,2022-09-06
1771,17511,SAVINGS,3075.81,2025-09-22
1772,10242,SAVINGS,7685.97,2022-11-22
1773,16027,SAVINGS,11132.04,2022-04-07
1774,4496,CHECKING,15542.79,2023-01-27
1775,10913,BUSINESS,7730.05,2022-02-21
1776,11394,SAVINGS,1894.65,2023-03-22
1777,3331,SAVINGS,5825.92,2024-02-27
1778,19528,SAVINGS,2877.74,2025-06-15
1779,109,BUSINESS,1469.65,2024-04-15
1780,8164,CHECKING,9190.22,2025-06-29
1781,4186,BUSINESS,195.92,2022-10-02
1782,6057,SAVINGS,11601.81,2022-01-15
1783,2228,BUSINESS,3094.63,2022-02-19
1784,15477,SAVINGS,5069.54,2022-12-14
1785,4692,BUSINESS,5384.56,2023-03-02
1786,15182,CHECKING,11274.58,2023-02-19
1787,5147,CHECKING,5062.21,2022-04-06
1788,8871,BUSINESS,4758.73,2022-12-23
1789,17878,BUSINESS,344.89,2022-10-06
1790,8074,BUSINESS,3653.29,2023-02-24
1791,11355,BUSINESS,813.59,2023-10-23
1792,10519,BUSINESS,6686.26,2024-10-24
1793,10527,BUSINESS,3589.47,2025-11-03
1794,10641,SAVINGS,5700.73,2023-03-01
1795,5930,BUSINESS,212.83,2022-09-14
1796,10004,SAVINGS,443.02,2021-12-26
1797,11347,SAVINGS,6299.6,2025-01-24
1798,10245,SAVINGS,374.07,2024-03-10
1799,13307,SAVINGS,369.61,2024-12-02
1800,16462,CHECKING,60.91,2024-10-17
1801,16032,CHECKING,15675.13,2025-12-15
1802,2754,CHECKING,6687.68,2023-10-16
1803,2182,SAVINGS,2178.99,2024-11-09
1804,11010,SAVINGS,1758.69,2022-03-31
1805,17338,BUSINESS,2151.63,2025-01-14
1806,1546,CHECKING,7450.58,2023-08-10
1807,10110,BUSINESS,5414.25,2023-12-28
1808,3040,CHECKING,1024.04,2025-05-23
1809,14688,CHECKING,956.46,2025-12-11
1810,10069,CHECKING,517.9,2025-08-04
1811,15454,SAVINGS,5398.5,2022-12-23
1812,11998,BUSINESS,7227.52,2024-11-22
1813,7040,CHECKING,1539.74,2025-06-24
1814,4626,CHECKING,105.84,2022-11-28
1815,14365,BUSINESS,428.72,2022-07-10
1816,9693,SAVINGS,17188.28,2025-05-18
1817,15115,SAVINGS,1750.94,2023-06-02
1818,11679,BUSINESS,7331.52,2024-06-23
1819,9840,BUSINESS,4899.66,2022-10-13
1820,18714,CHECKING,2405.85,2023-10-30
1821,6536,CHECKING,1151.39,2025-04-10
1822,9483,BUSINESS,647.05,2025-05-13
1823,6658,SAVINGS,4772.73,2023-05-20
1824,10924,SAVINGS,7450.14,2022-11-12
1825,16002,BUSINESS,5162.78,2023-09-01
1826,17509,SAVINGS,3778.33,2024-09-29
1827,7283,SAVINGS,214.28,2022-03-15
1828,4090,BUSINESS,17287.06,2023-06-05
1829,7136,CHECKING,8015.15,2023-12-09
1830,2725,SAVINGS,1732.36,2025-04-15
1831,6588,SAVINGS,19552.7,2024-12-25
1832,17078,BUSINESS,4605.03,2024-01-28
1833,5971,CHECKING,4366.43,2024-06-07
1834,1227,BUSINESS,6893.08,2022-10-15
1835,15547,BUSINESS,8350.45,2024-02-03
1836,17530,SAVINGS,5342.53,2023-10-17
1837,18246,SAVINGS,685.38,2022-12-13
1838,11555,SAVINGS,2064.47,2022-08-29
1839,15726,BUSINESS,13161.26,2022-02-28
1840,15572,SAVINGS,1271.98,2022-05-22
1841,316,CHECKING,2327.41,2023-05-18
1842,18182,CHECKING,2828.85,2024-09-08
1843,6028,CHECKING,2893.78,2023-04-25
1844,2052,CHECKING,4745.87,2025-05-09
1845,5949,SAVINGS,14330.18,2024-08-08
1846,14588,BUSINESS,1376.74,2024-07-17
1847,10019,CHECKING,647.7,2025-06-20
1848,10706,BUSINESS,1099.93,2025-10-25
1849,6970,CHECKING,10898.52,2023-12-19
1850,7420,CHECKING,5189.62,2023-09-18
1851,16773,SAVINGS,1683.71,2022-02-13
1852,3327,BUSINESS,8462.66,2023-04-28
1853,18499,SAVINGS,9879.73,2025-08-19
1854,11674,CHECKING,9370.74,2024-12-01
1855,15676,SAVINGS,12562.0,2024-09-04
1856,9586,CHECKING,1453.37,2024-05-31
1857,12502,CHECKING,7033.34,2022-06-11
1858,2872,BUSINESS,3085.93,2023-11-08
1859,15703,CHECKING,9225.76,2022-10-30
1860,12416,SAVINGS,6518.79,2022-09-30
1861,19415,CHECKING,7490.54,2025-08-21
1862,19296,SAVINGS,5337.92,2023-05-24
1863,10171,SAVINGS,976.6,2023-03-20
1864,6879,CHECKING,3937.59,2022-12-23
1865,4475,BUSINESS,20889.63,2022-08-25
1866,19812,BUSINESS,13854.0,2022-02-08
1867,8420,CHECKING,220.67,2023-06-23
1868,14091,CHECKING,900.51,2024-06-22
1869,11189,SAVINGS,706.26,2023-02-24
1870,19976,BUSINESS,6472.77,2025-04-12
1871,18846,BUSINESS,8512.85,2023-06-22
1872,951,BUSINESS,1200.89,2025-11-01
1873,1211,SAVINGS,3524.61,2025-12-19
1874,1581,BUSINESS,9184.93,2023-09-15
1875,19516,BUSINESS,6598.82,2025-09-19
1876,11151,CHECKING,3907.02,2023-12-19
1877,7468,BUSINESS,4462.23,2022-02-11
1878,556,BUSINESS,3550.05,2024-12-19
1879,7667,BUSINESS,1765.89,2021-12-22
1880,11154,SAVINGS,4162.3,2024-09-09
1881,3120,BUSINESS,5837.97,2024-01-30
1882,2785,BUSINESS,10330.57,2024-04-23
1883,19479,CHECKING,5057.01,2023-07-31
1884,17108,CHECKING,7159.0,2022-09-07
1885,9421,SAVINGS,872.19,2022-06-30
1886,9661,CHECKING,3095.37,2022-04-29
1887,9075,BUSINESS,46.88,2023-09-07
1888,16863,BUSINESS,1416.32,2022-07-12
1889,9750,BUSINESS,6481.57,2022-09-03
1890,15002,BUSINESS,24024.18,2025-07-06
1891,12148,CHECKING,522.24,2025-11-29
1892,5594,BUSINESS,2566.6,2025-07-03
1893,12155,CHECKING,8048.96,2024-10-25
1894,10768,BUSINESS,1141.0,2022-05-19
1895,18712,CHECKING,4049.36,2022-06-24
1896,17037,SAVINGS,6603.87,2024-12-26
1897,16985,BUSINESS,4785.37,2022-05-31
1898,3643,BUSINESS,1041.43,2023-06-07
1899,1683,SAVINGS,2195.51,2025-11-08
1900,4701,SAVINGS,7657.57,2025-03-20
1901,14455,BUSINESS,4039.72,2022-04-17
1902,19131,CHECKING,26.22,2023-05-10
1903,17656,BUSINESS,7156.27,2025-01-11
1904,2425,SAVINGS,179.75,2022-04-05
1905,9806,BUSINESS,6846.87,2024-12-27
1906,17710,SAVINGS,1131.25,2024-03-13
1907,19938,CHECKING,15859.18,2023-12-01
1908,2686,CHECKING,2293.86,2022-10-21
1909,472,CHECKING,1979.54,2022-09-02
1910,19026,BUSINESS,806.06,2025-03-13
1911,9806,CHECKING,1823.57,2023-04-09
1912,10772,SAVINGS,10463.68,2022-11-25
1913,8713,SAVINGS,28043.73,2024-03-03
1914,13942,CHECKING,2296.78,2025-03-31
1915,5239,BUSINESS,2976.57,2022-09-01
1916,12820,BUSINESS,6401.95,2025-09-05
1917,3435,SAVINGS,10866.38,2022-05-03
1918,5972,BUSINESS,4495.26,2024-10-04
1919,7132,BUSINESS,2484.0,2022-08-04
1920,973,SAVINGS,2660.43,2025-08-10
1921,17307,BUSINESS,5947.36,2024-10-13
1922,11198,CHECKING,16.12,2023-05-14
1923,17576,SAVINGS,4832.52,2022-02-19
1924,2685,BUSINESS,2196.35,2022-03-16
1925,8054,BUSINESS,7904.19,2022-04-09
1926,16112,BUSINESS,488.01,2024-03-18
1927,2615,CHECKING,4436.11,2024-06-15
1928,11029,BUSINESS,3279.0,2025-08-02
1929,373,SAVINGS,5140.66,2022-12-08
1930,18772,BUSINESS,335.26,2025-11-25
1931,5470,SAVINGS,4337.31,2025-10-03
1932,14592,CHECKING,4121.8,2025-04-25
